	Plasmid	Block_ID	Start	End
pVA2464_160~pVA2682_199	pVA2464_160	1	1	3535
	pVA2464_160	2	3535	4355
	pVA2464_160	3	4359	7415
	pVA2464_160	2	7415	8235
	pVA2464_160	4	8426	8779
	pVA2464_160	14	8779	52403
	pVA2464_160	5	52403	53223
	pVA2464_160	15	53223	61219
	pVA2464_160	6	61219	62048
	pVA2464_160	16	62048	65566
	pVA2464_160	5	65566	66386
	pVA2464_160	17	66386	86642
	pVA2464_160	7	86642	88370
	pVA2464_160	18	88370	88642
	pVA2464_160	8	88642	135743
	pVA2464_160	9	135741	136512
	pVA2464_160	10	136511	143585
	pVA2464_160	11	143585	152619
	pVA2464_160	12	152611	154611
	pVA2464_160	19	154611	156937
	pVA2464_160	13	156937	160181
	pVA2682_199	1	1	3536
	pVA2682_199	22	3536	3761
	pVA2682_199	-8	3761	50862
	pVA2682_199	23	50862	51119
	pVA2682_199	-7	51119	52847
	pVA2682_199	24	52847	58815
	pVA2682_199	6	58815	59644
	pVA2682_199	25	59644	59978
	pVA2682_199	4	59978	60331
	pVA2682_199	26	60331	63517
	pVA2682_199	5	63517	64337
	pVA2682_199	27	64337	81426
	pVA2682_199	5	81426	82246
	pVA2682_199	28	82246	109625
	pVA2682_199	-2	109625	110445
	pVA2682_199	-3	110445	113501
	pVA2682_199	29	113501	159895
	pVA2682_199	10	159895	166964
	pVA2682_199	30	166964	175845
	pVA2682_199	11	175845	184905
	pVA2682_199	31	184905	186221
	pVA2682_199	12	186221	188222
	pVA2682_199	32	188222	192666
	pVA2682_199	9	192666	193435
	pVA2682_199	33	193435	195871
	pVA2682_199	13	195871	199029
pVA2464_160~pVA2817_210	pVA2464_160	1	1	3535
	pVA2464_160	2	3535	4355
	pVA2464_160	3	4355	24376
	pVA2464_160	4	24377	135743
	pVA2464_160	5	135742	160181
	pVA2817_210	1	1	3535
	pVA2817_210	6	3535	3760
	pVA2817_210	-4	3760	115126
	pVA2817_210	7	115126	116454
	pVA2817_210	-3	116454	136475
	pVA2817_210	8	136475	137742
	pVA2817_210	-2	137742	138562
	pVA2817_210	9	138562	185984
	pVA2817_210	5	185984	210423
pVA2464_160~pVA527_214	pVA2464_160	1	1	2499
	pVA2464_160	2	2507	3535
	pVA2464_160	3	3535	4355
	pVA2464_160	4	4356	7415
	pVA2464_160	3	7415	8235
	pVA2464_160	5	8426	8779
	pVA2464_160	22	8779	15920
	pVA2464_160	6	15920	16926
	pVA2464_160	7	16926	22805
	pVA2464_160	23	22805	24093
	pVA2464_160	8	24093	24377
	pVA2464_160	9	24376	42449
	pVA2464_160	24	42449	47412
	pVA2464_160	10	47412	48181
	pVA2464_160	25	48181	52402
	pVA2464_160	11	52402	53227
	pVA2464_160	26	53227	61218
	pVA2464_160	12	61218	62048
	pVA2464_160	27	62048	65566
	pVA2464_160	13	65566	66388
	pVA2464_160	28	66388	73852
	pVA2464_160	14	73852	83104
	pVA2464_160	29	83104	84993
	pVA2464_160	15	84993	135743
	pVA2464_160	16	135741	136512
	pVA2464_160	17	136511	137608
	pVA2464_160	18	137608	138390
	pVA2464_160	30	138390	144412
	pVA2464_160	18	144412	145135
	pVA2464_160	19	145135	152619
	pVA2464_160	20	152611	154611
	pVA2464_160	31	154611	156532
	pVA2464_160	21	156532	160181
	pVA527_214	1	1	2500
	pVA527_214	34	2500	3832
	pVA527_214	2	3832	4860
	pVA527_214	35	4860	5085
	pVA527_214	-15	5085	55841
	pVA527_214	36	55841	57817
	pVA527_214	-14	57817	67078
	pVA527_214	37	67078	78443
	pVA527_214	6	78443	79448
	pVA527_214	38	79448	82519
	pVA527_214	-9	82519	100599
	pVA527_214	39	100599	101925
	pVA527_214	-8	101925	102209
	pVA527_214	-7	102209	108088
	pVA527_214	-10	108233	109000
	pVA527_214	40	109000	126576
	pVA527_214	12	126576	127406
	pVA527_214	41	127406	127740
	pVA527_214	5	127740	128093
	pVA527_214	42	128093	131279
	pVA527_214	13	131279	132101
	pVA527_214	43	132101	139025
	pVA527_214	-11	139025	139850
	pVA527_214	44	139850	141910
	pVA527_214	-3	141910	142730
	pVA527_214	-4	142730	145789
	pVA527_214	45	145789	190486
	pVA527_214	17	190486	191583
	pVA527_214	18	191583	192364
	pVA527_214	19	192364	199815
	pVA527_214	46	199815	201131
	pVA527_214	20	201131	203131
	pVA527_214	47	203131	207575
	pVA527_214	16	207575	208344
	pVA527_214	48	208344	210805
	pVA527_214	21	210805	214239
pVA2464_160~pVA754_184	pVA2464_160	1	1	3463
	pVA2464_160	9	3463	8238
	pVA2464_160	2	8238	18044
	pVA2464_160	10	18044	52403
	pVA2464_160	3	52403	53223
	pVA2464_160	11	53223	61220
	pVA2464_160	4	61220	62041
	pVA2464_160	12	62041	65566
	pVA2464_160	5	65566	108300
	pVA2464_160	6	108296	132276
	pVA2464_160	13	132276	136511
	pVA2464_160	7	136511	143585
	pVA2464_160	8	143585	160181
	pVA754_184	1	1	3463
	pVA754_184	14	3463	4659
	pVA754_184	-6	4659	28639
	pVA754_184	15	28639	29835
	pVA754_184	-5	29835	72569
	pVA754_184	16	72569	87133
	pVA754_184	-4	87133	87954
	pVA754_184	17	87954	94545
	pVA754_184	3	94545	95365
	pVA754_184	18	95365	97965
	pVA754_184	3	97965	98785
	pVA754_184	19	98785	103340
	pVA754_184	-2	103340	113145
	pVA754_184	20	113145	156472
	pVA754_184	7	156472	163546
	pVA754_184	21	163546	167895
	pVA754_184	8	167895	184491
pVA2464_160~pVA765_0.7	pVA2464_160	2	1	61278
	pVA2464_160	1	61278	61982
	pVA2464_160	3	61982	160181
	pVA765_0.7	-1	1	705
pVA2464_46~pVA2682_52	pVA2464_46	1	1	6785
	pVA2464_46	2	6790	39546
	pVA2464_46	3	39546	46162
	pVA2682_52	-2	1	32757
	pVA2682_52	4	32757	39414
	pVA2682_52	-1	39414	46198
	pVA2682_52	-3	46198	52814
pVA2464_46~pVA418_56	pVA2464_46	1	1	2705
	pVA2464_46	2	2710	39548
	pVA2464_46	3	39548	46162
	pVA418_56	-2	1	36839
	pVA418_56	4	36839	45654
	pVA418_56	-1	45654	48358
	pVA418_56	-3	48358	54972
	pVA418_56	5	54972	56293
pVA2464_46~pVA436_54	pVA2464_46	1	1	2705
	pVA2464_46	2	2710	46162
	pVA436_54	3	1	700
	pVA436_54	-1	700	3404
	pVA436_54	-2	3404	46856
	pVA436_54	4	46856	54972
pVA2464_46~pVA524_46	pVA2464_46	1	1	29989
	pVA2464_46	2	29989	46162
	pVA524_46	-1	1	29989
	pVA524_46	-2	29989	46162
pVA2464_46~pVA527_45	pVA2464_46	1	1	499
	pVA2464_46	4	499	1587
	pVA2464_46	2	1587	42301
	pVA2464_46	3	42301	46162
	pVA527_45	3	1	3862
	pVA527_45	1	3862	4360
	pVA527_45	2	4360	45074
pVA2464_46~pVA605_91	pVA2464_46	1	1	1782
	pVA2464_46	2	1782	2673
	pVA2464_46	3	2673	46162
	pVA605_91	-2	1	892
	pVA605_91	-1	892	2673
	pVA605_91	-3	2673	46162
	pVA605_91	-2	46162	47053
	pVA605_91	4	47053	91033
pVA2464_46~pVA634_54	pVA2464_46	1	1	2705
	pVA2464_46	2	2710	39545
	pVA2464_46	3	39545	46162
	pVA634_54	-2	1	36836
	pVA634_54	4	36836	45651
	pVA634_54	-1	45651	48355
	pVA634_54	-3	48355	54972
pVA2464_46~pVA692_45	pVA2464_46	1	1	499
	pVA2464_46	4	499	1591
	pVA2464_46	2	1591	2852
	pVA2464_46	3	2852	46162
	pVA692_45	3	1	43311
	pVA692_45	1	43311	43809
	pVA692_45	2	43813	45074
pVA2464_46~pVA765_0.7	pVA2464_46	2	1	41536
	pVA2464_46	1	41536	42240
	pVA2464_46	3	42240	46162
	pVA765_0.7	1	1	705
