	Plasmid	Block_ID	Start	End
pIH290_7~pReSeq_VA61_41	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pReSeq_VA61_41	4	1	16541
	pReSeq_VA61_41	-1	16541	20015
	pReSeq_VA61_41	5	20015	21122
	pReSeq_VA61_41	-2	21122	23197
	pReSeq_VA61_41	6	23197	41302
pIH290_7~pVA1393_58	pIH290_7	1	1	3475
	pIH290_7	4	3475	5626
	pIH290_7	2	5626	5870
	pIH290_7	3	5891	7701
	pVA1393_58	5	1	32385
	pVA1393_58	2	32385	32629
	pVA1393_58	6	32629	32948
	pVA1393_58	-1	32948	36422
	pVA1393_58	7	36422	37529
	pVA1393_58	-3	37529	39339
	pVA1393_58	8	39339	58136
pIH290_7~pVA1505_61	pIH290_7	1	1	3475
	pIH290_7	4	3475	5626
	pIH290_7	2	5626	6139
	pIH290_7	3	6144	7701
	pVA1505_61	5	1	31790
	pVA1505_61	2	31790	32303
	pVA1505_61	6	32303	35977
	pVA1505_61	3	35977	37534
	pVA1505_61	7	37534	38641
	pVA1505_61	1	38641	42115
	pVA1505_61	8	42115	61210
pIH290_7~pVA1626_57	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pVA1626_57	4	1	31790
	pVA1626_57	2	31790	33865
	pVA1626_57	5	33865	34972
	pVA1626_57	1	34972	38446
	pVA1626_57	6	38446	57541
pIH290_7~pVA1686_2	pIH290_7	2	1	3914
	pIH290_7	1	3914	5301
	pIH290_7	3	5301	7701
	pVA1686_2	4	1	653
	pVA1686_2	1	653	2179
	pVA1686_2	5	2179	2747
pIH290_7~pVA1686_57	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pVA1686_57	4	1	31790
	pVA1686_57	2	31790	33865
	pVA1686_57	5	33865	34972
	pVA1686_57	1	34972	38446
	pVA1686_57	6	38446	57541
pIH290_7~pVA1722_58	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pVA1722_58	4	1	32422
	pVA1722_58	2	32422	34497
	pVA1722_58	5	34497	35604
	pVA1722_58	1	35604	39078
	pVA1722_58	6	39078	58173
pIH290_7~pVA1825_2	pIH290_7	2	1	3914
	pIH290_7	1	3914	5301
	pIH290_7	3	5301	7701
	pVA1825_2	1	146	1672
	pVA1825_2	4	1672	2747
pIH290_7~pVA1825_57	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pVA1825_57	4	1	31790
	pVA1825_57	2	31790	33865
	pVA1825_57	5	33865	34972
	pVA1825_57	1	34972	38446
	pVA1825_57	6	38446	57541
pIH290_7~pVA1835_58_B	pIH290_7	1	1	3475
	pIH290_7	3	3475	5626
	pIH290_7	2	5626	7701
	pVA1835_58_B	4	1	32385
	pVA1835_58_B	2	32385	34460
	pVA1835_58_B	5	34460	35567
	pVA1835_58_B	1	35567	39041
	pVA1835_58_B	6	39041	58136
pIH290_7~pVA2682_52	pIH290_7	1	1	3471
	pIH290_7	3	3471	5630
	pIH290_7	2	5630	7701
	pVA2682_52	4	1	32761
	pVA2682_52	2	32761	34832
