	Plasmid	Block_ID	Start	End
pVA754_3~pVA754_4	pVA754_3	1	124	1913
	pVA754_3	2	1913	3560
	pVA754_4	-1	1	1774
	pVA754_4	3	1774	4511
pVA754_3~pVA754_9	pVA754_3	3	1	286
	pVA754_3	1	286	633
	pVA754_3	4	633	877
	pVA754_3	2	877	2119
	pVA754_3	5	2119	3560
	pVA754_9	6	1	620
	pVA754_9	-1	620	965
	pVA754_9	7	965	1851
	pVA754_9	-2	1851	3093
	pVA754_9	8	3093	5156
	pVA754_9	-1	5156	5503
	pVA754_9	9	5503	9190
pVA754_57~pVA765_1_B	pVA754_57	2	1	12365
	pVA754_57	1	12365	13499
	pVA754_57	3	13499	57354
	pVA765_1_B	1	1	1135
pVA754_57~pVA765_4_B	pVA754_57	2	1	8033
	pVA754_57	1	8033	10187
	pVA754_57	3	10187	57354
	pVA765_4_B	4	1	2070
	pVA765_4_B	-1	2070	4224
pVA754_57~pVA767_57	pVA754_57	1	1	768
	pVA754_57	3	768	1415
	pVA754_57	2	1415	57354
	pVA767_57	1	1	768
	pVA767_57	4	768	1119
	pVA767_57	2	1119	57132
pVA754_57~pVA791_57	pVA754_57	1	1	768
	pVA754_57	3	768	1415
	pVA754_57	2	1415	57354
	pVA791_57	1	1	768
	pVA791_57	4	768	1119
	pVA791_57	2	1119	57132
pVA754_5~pVA765_4_A	pVA754_5	3	1	283
	pVA754_5	1	283	2442
	pVA754_5	4	2442	4952
	pVA754_5	2	4952	5171
	pVA765_4_A	5	1	1162
	pVA765_4_A	-1	1162	3320
	pVA765_4_A	6	3320	3642
	pVA765_4_A	-2	3642	3861
	pVA765_4_A	7	3861	4666
pVA754_9~pVA765_1_A	pVA754_9	2	1	7612
	pVA754_9	1	7612	8980
	pVA754_9	3	8980	9190
	pVA765_1_A	1	147	1515
	pVA765_1_A	4	1515	1775
pVA765_0.7~pVA765_275	pVA765_0.7	1	1	705
	pVA765_275	2	1	135015
	pVA765_275	1	135015	135719
	pVA765_275	3	135719	275025
pVA765_0.7~pVA765_45	pVA765_0.7	1	1	705
	pVA765_45	2	1	44311
	pVA765_45	-1	44311	45015
pVA765_0.7~pVA765_74	pVA765_0.7	1	1	705
	pVA765_74	2	1	60399
	pVA765_74	-1	60399	61103
	pVA765_74	3	61103	74902
pVA765_0.7~pVA767_225	pVA765_0.7	1	1	705
	pVA767_225	2	1	142169
	pVA767_225	-1	142169	142873
	pVA767_225	3	142873	225072
pVA765_0.7~pVA767_46	pVA765_0.7	1	1	705
	pVA767_46	2	1	41038
	pVA767_46	1	41038	41742
	pVA767_46	3	41742	46162
pVA765_1_A~pVA765_74	pVA765_1_A	1	1	1775
	pVA765_74	2	1	55978
	pVA765_74	1	55978	57752
	pVA765_74	3	57752	74902
pVA765_1_A~pVA767_225	pVA765_1_A	1	162	1500
	pVA765_1_A	2	1500	1775
	pVA767_225	3	1	123673
	pVA767_225	1	123673	125010
	pVA767_225	4	125010	126804
	pVA767_225	1	126804	128142
	pVA767_225	2	128142	128417
	pVA767_225	5	128417	225072
pVA765_1_A~pVA791_270	pVA765_1_A	1	150	1515
	pVA765_1_A	2	1515	1775
	pVA791_270	3	1	95893
	pVA791_270	1	95893	97258
	pVA791_270	4	97258	270546
pVA765_1_B~pVA765_275	pVA765_1_B	1	1	1135
	pVA765_275	2	1	119579
	pVA765_275	1	119579	120713
	pVA765_275	3	120713	275025
pVA765_1_B~pVA767_57	pVA765_1_B	1	1	1135
	pVA767_57	2	1	6677
	pVA767_57	1	6677	7811
	pVA767_57	3	7811	57132
pVA765_1_B~pVA791_17	pVA765_1_B	1	1	1135
	pVA791_17	2	1	2070
	pVA791_17	1	2070	3204
	pVA791_17	3	3204	17448
pVA765_1_B~pVA791_270	pVA765_1_B	1	1	1135
	pVA791_270	2	1	107055
	pVA791_270	1	107055	108189
	pVA791_270	3	108189	270546
pVA765_1_B~pVA791_57	pVA765_1_B	1	1	1135
	pVA791_57	2	1	6677
	pVA791_57	1	6677	7811
	pVA791_57	3	7811	57132
pVA765_275~pVA765_4_B	pVA765_275	2	1	140770
	pVA765_275	1	140770	142925
	pVA765_275	3	142925	275025
	pVA765_4_B	4	1	2069
	pVA765_4_B	-1	2069	4224
pVA765_275~pVA791_17	pVA765_275	2	1	119579
	pVA765_275	1	119579	134957
	pVA765_275	3	134957	275025
	pVA791_17	4	1	2070
	pVA791_17	1	2070	17448
pVA765_275~pVA791_270	pVA765_275	1	1	22523
	pVA765_275	2	22523	23598
	pVA765_275	2	23598	24664
	pVA765_275	3	24664	94135
	pVA765_275	4	94137	118543
	pVA765_275	5	118543	120713
	pVA765_275	8	120713	138600
	pVA765_275	5	138600	140770
	pVA765_275	6	140770	250231
	pVA765_275	7	250233	275025
	pVA791_270	1	1	22523
	pVA791_270	2	22523	23598
	pVA791_270	3	23598	93069
	pVA791_270	11	93069	100252
	pVA791_270	4	100252	124658
	pVA791_270	5	124658	126828
	pVA791_270	6	126828	236289
	pVA791_270	12	236289	245754
	pVA791_270	7	245754	270546
pVA765_45~pVA767_46	pVA765_45	1	1	39891
	pVA765_45	2	39891	45074
	pVA767_46	3	1	1089
	pVA767_46	-1	1089	40979
	pVA767_46	-2	40979	46162
pVA765_4_A~pVA791_4	pVA765_4_A	1	1	2031
	pVA765_4_A	2	2031	4666
	pVA791_4	2	1	2636
	pVA791_4	1	2636	4666
