	Plasmid	Block_ID	Start	End
pVA1722_58~pVA524_58	pVA1722_58	1	1	58173
	pVA524_58	1	1	58133
pVA1722_58~pVA527_58	pVA1722_58	1	1	1191
	pVA1722_58	2	1267	12038
	pVA1722_58	3	12038	58173
	pVA527_58	1	1	1118
	pVA527_58	2	1192	12002
	pVA527_58	2	1230	12040
	pVA527_58	3	12040	58137
pVA1722_58~pVA528_44	pVA1722_58	1	1	768
	pVA1722_58	2	790	1362
	pVA1722_58	2	1407	1994
	pVA1722_58	3	2076	3283
	pVA1722_58	5	3283	16407
	pVA1722_58	4	16407	58173
	pVA528_44	1	1	768
	pVA528_44	2	827	1399
	pVA528_44	3	1444	2651
	pVA528_44	4	2659	44428
pVA1722_58~pVA544_3	pVA1722_58	2	1	35165
	pVA1722_58	1	35165	35499
	pVA1722_58	3	35499	58173
	pVA544_3	1	1	335
pVA1722_58~pVA544_8	pVA1722_58	3	1	32422
	pVA1722_58	1	32422	35165
	pVA1722_58	4	35165	35499
	pVA1722_58	2	35499	39078
	pVA1722_58	5	39078	58173
	pVA544_8	-1	1	2744
	pVA544_8	6	2744	4895
	pVA544_8	-2	4895	8474
pVA1722_58~pVA585_53	pVA1722_58	1	1	768
	pVA1722_58	2	768	1026
	pVA1722_58	6	1026	1698
	pVA1722_58	2	1698	2030
	pVA1722_58	3	2030	4643
	pVA1722_58	7	4643	7605
	pVA1722_58	4	7605	8852
	pVA1722_58	8	8852	13070
	pVA1722_58	4	13070	14318
	pVA1722_58	5	14318	58173
	pVA585_53	1	1	768
	pVA585_53	2	768	1100
	pVA585_53	3	1100	3639
	pVA585_53	11	3639	8337
	pVA585_53	4	8337	9584
	pVA585_53	5	9584	53437
pVA1722_58~pVA61_57	pVA1722_58	1	1	768
	pVA1722_58	2	768	974
	pVA1722_58	4	974	1399
	pVA1722_58	2	1399	1607
	pVA1722_58	3	1607	58173
	pVA61_57	1	1	768
	pVA61_57	2	768	975
	pVA61_57	3	975	57541
pVA1722_58~pVA754_57	pVA1722_58	1	1	768
	pVA1722_58	2	768	1287
	pVA1722_58	4	1287	1586
	pVA1722_58	2	1586	2104
	pVA1722_58	3	2104	58173
	pVA754_57	1	1	768
	pVA754_57	2	768	1285
	pVA754_57	3	1285	57354
pVA1722_58~pVA765_1_B	pVA1722_58	2	1	13184
	pVA1722_58	1	13184	14318
	pVA1722_58	3	14318	58173
	pVA765_1_B	1	1	1135
pVA1722_58~pVA765_4_B	pVA1722_58	2	1	8852
	pVA1722_58	1	8852	11006
	pVA1722_58	3	11006	58173
	pVA765_4_B	4	1	2070
	pVA765_4_B	-1	2070	4224
pVA1722_58~pVA767_57	pVA1722_58	1	1	768
	pVA1722_58	2	768	1026
	pVA1722_58	4	1026	1772
	pVA1722_58	2	1772	2104
	pVA1722_58	3	2104	58173
	pVA767_57	1	1	768
	pVA767_57	2	768	1063
	pVA767_57	3	1063	57132
pVA1722_58~pVA791_57	pVA1722_58	1	1	768
	pVA1722_58	2	768	1026
	pVA1722_58	4	1026	1809
	pVA1722_58	2	1809	2104
	pVA1722_58	3	2104	58173
	pVA791_57	1	1	768
	pVA791_57	2	768	1063
	pVA791_57	3	1063	57132
pVA1788_21~pVA2464_5	pVA1788_21	2	1	8857
	pVA1788_21	1	8857	11767
	pVA1788_21	3	11767	21594
	pVA2464_5	4	1	565
	pVA2464_5	1	565	3463
	pVA2464_5	5	3463	5724
pVA1788_21~pVA2589_21	pVA1788_21	1	1	21594
	pVA2589_21	1	1	21588
pVA1788_21~pVA2682_9	pVA1788_21	3	1	8555
	pVA1788_21	1	8555	9444
	pVA1788_21	2	9444	17843
	pVA1788_21	4	17843	21594
	pVA2682_9	-1	1	891
	pVA2682_9	-2	896	9295
pVA1788_21~pVA544_3	pVA1788_21	2	1	6149
	pVA1788_21	1	6149	6483
	pVA1788_21	3	6483	21594
	pVA544_3	-1	1	335
pVA1788_21~pVA765_0.7	pVA1788_21	2	1	7468
	pVA1788_21	1	7468	8172
	pVA1788_21	3	8172	21594
	pVA765_0.7	-1	1	705
