	Plasmid	Block_ID	Start	End
pIH290_60~pVA605_91	pIH290_60	1	1	34355
	pIH290_60	6	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	48338
	pIH290_60	4	48338	49229
	pIH290_60	7	49229	58076
	pIH290_60	5	58076	60789
	pVA605_91	-4	1	892
	pVA605_91	-3	892	1675
	pVA605_91	8	1675	2175
	pVA605_91	-2	2175	7319
	pVA605_91	9	7319	9058
	pVA605_91	-1	9058	43412
	pVA605_91	-5	43412	46125
	pVA605_91	-4	46162	47053
	pVA605_91	10	47053	91033
pIH290_60~pVA634_54	pIH290_60	1	1	34123
	pIH290_60	2	34123	34355
	pIH290_60	5	34355	42411
	pIH290_60	3	42411	47555
	pIH290_60	4	47555	60789
	pVA634_54	-1	1	34123
	pVA634_54	-4	34123	47357
	pVA634_54	6	47357	47857
	pVA634_54	-3	47857	53001
	pVA634_54	7	53001	54740
	pVA634_54	-2	54740	54972
pIH290_60~pVA692_45	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	6	47555	48146
	pIH290_60	3	48146	49266
	pIH290_60	7	49266	58218
	pIH290_60	4	58218	60789
	pVA692_45	4	1	2572
	pVA692_45	1	2572	36926
	pVA692_45	8	36926	38665
	pVA692_45	2	38665	43809
	pVA692_45	3	43812	44932
pIH290_60~pVA765_0.7	pIH290_60	2	1	42431
	pIH290_60	1	42431	43135
	pIH290_60	3	43135	60789
	pVA765_0.7	1	1	705
pIH290_60~pVA765_45	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	6	47555	48146
	pIH290_60	3	48146	49261
	pIH290_60	7	49261	58076
	pIH290_60	4	58076	60789
	pVA765_45	8	1	1701
	pVA765_45	-1	1701	36055
	pVA765_45	-4	36055	38768
	pVA765_45	-3	38773	39888
	pVA765_45	-2	39891	45035
pIH290_60~pVA767_46	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	49261
	pIH290_60	6	49261	58076
	pIH290_60	4	58076	60789
	pVA767_46	7	1	501
	pVA767_46	3	501	2207
	pVA767_46	4	2212	4925
	pVA767_46	1	4925	39279
	pVA767_46	8	39279	41018
	pVA767_46	2	41018	46162
pIH290_6~pVA1626_4	pIH290_6	1	133	1337
	pIH290_6	2	1337	2034
	pIH290_6	4	2034	5701
	pIH290_6	3	5701	6280
	pVA1626_4	-1	1	1205
	pVA1626_4	5	1205	1428
	pVA1626_4	-3	1428	1998
	pVA1626_4	6	1998	4239
	pVA1626_4	-2	4239	4936
pIH290_6~pVA418_38	pIH290_6	1	1	1577
	pIH290_6	3	1577	5699
	pIH290_6	2	5699	6362
	pVA418_38	4	1	771
	pVA418_38	-1	771	2347
	pVA418_38	-2	2347	3012
	pVA418_38	5	3012	3852
pIH290_6~pVA524_4_A	pIH290_6	1	83	2376
	pIH290_6	3	2376	5732
	pIH290_6	2	5732	6140
	pIH290_6	4	6140	6362
	pVA524_4_A	5	1	315
	pVA524_4_A	1	315	2606
	pVA524_4_A	6	2606	4589
	pVA524_4_A	2	4589	4996
pIH290_6~pVA524_4_B	pIH290_6	1	82	1065
	pIH290_6	2	1065	1476
	pIH290_6	5	1476	1807
	pIH290_6	3	1807	2013
	pIH290_6	6	2013	5699
	pIH290_6	4	5699	6280
	pVA524_4_B	2	1	412
	pVA524_4_B	7	412	734
	pVA524_4_B	3	734	940
	pVA524_4_B	8	940	2336
	pVA524_4_B	4	2336	2917
	pVA524_4_B	1	3088	4074
