	Plasmid	Block_ID	Start	End
pVA1686_2~pVA436_2_A	pVA1686_2	1	1	725
	pVA1686_2	2	892	2747
	pVA436_2_A	2	1	1856
	pVA436_2_A	1	1856	2580
pVA1686_2~pVA544_8	pVA1686_2	2	1	653
	pVA1686_2	1	653	2179
	pVA1686_2	3	2179	2747
	pVA544_8	4	1	3069
	pVA544_8	-1	3069	4456
	pVA544_8	5	4456	8474
pVA1686_2~pVA634_2	pVA1686_2	2	1	653
	pVA1686_2	1	653	2179
	pVA1686_2	3	2179	2747
	pVA634_2	1	85	1472
	pVA634_2	4	1472	2156
pVA1686_54~pVA1722_46	pVA1686_54	3	1	7986
	pVA1686_54	1	7986	51438
	pVA1686_54	2	51438	54142
	pVA1686_54	4	54142	54972
	pVA1722_46	2	1	2705
	pVA1722_46	1	2710	46162
pVA1686_54~pVA1825_54	pVA1686_54	1	1	54972
	pVA1825_54	1	1	54972
pVA1686_54~pVA1835_58_A	pVA1686_54	1	1	7981
	pVA1686_54	2	7986	46754
	pVA1686_54	3	46884	47428
	pVA1686_54	4	47434	54142
	pVA1686_54	5	54147	54972
	pVA1835_58_A	-2	1	38769
	pVA1835_58_A	-4	38774	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	-3	49157	49701
	pVA1835_58_A	5	49701	50526
	pVA1835_58_A	1	50526	58506
pVA1686_54~pVA2067_45	pVA1686_54	3	1	8128
	pVA1686_54	1	8128	51936
	pVA1686_54	4	51936	53028
	pVA1686_54	2	53028	54147
	pVA1686_54	5	54147	54972
	pVA2067_45	1	1	43809
	pVA2067_45	2	43813	44932
pVA1686_54~pVA2464_46	pVA1686_54	3	1	7986
	pVA1686_54	1	7986	51438
	pVA1686_54	2	51438	54142
	pVA1686_54	4	54142	54972
	pVA2464_46	2	1	2705
	pVA2464_46	1	2710	46162
pVA1686_54~pVA2682_52	pVA1686_54	1	2	2923
	pVA1686_54	6	2923	7986
	pVA1686_54	2	7986	12061
	pVA1686_54	3	12066	44822
	pVA1686_54	4	44822	54142
	pVA1686_54	5	54147	54972
	pVA2682_52	-3	1	32757
	pVA2682_52	7	32757	35664
	pVA2682_52	-1	35664	38583
	pVA2682_52	-5	38584	39409
	pVA2682_52	-2	39414	43489
	pVA2682_52	-4	43494	52814
pVA1686_54~pVA418_56	pVA1686_54	1	1	44824
	pVA1686_54	2	44824	54972
	pVA418_56	-1	1	44824
	pVA418_56	-2	44824	54972
	pVA418_56	3	54972	56293
pVA1686_54~pVA436_54	pVA1686_54	1	1	54841
	pVA436_54	-1	1	54841
pVA1686_54~pVA524_46	pVA1686_54	3	1	7986
	pVA1686_54	1	7986	35265
	pVA1686_54	2	35265	54142
	pVA1686_54	4	54142	54972
	pVA524_46	-1	1	27280
	pVA524_46	-2	27285	46162
pVA1686_54~pVA527_45	pVA1686_54	4	1	7986
	pVA1686_54	1	7986	47577
	pVA1686_54	2	47577	51936
	pVA1686_54	5	51936	53024
	pVA1686_54	3	53024	54142
	pVA1686_54	6	54142	54972
	pVA527_45	2	1	4360
	pVA527_45	3	4360	5478
	pVA527_45	1	5483	45074
pVA1686_54~pVA605_91	pVA1686_54	3	1	7986
	pVA1686_54	1	7986	53219
	pVA1686_54	2	53219	54110
	pVA1686_54	4	54110	54972
	pVA605_91	-2	1	892
	pVA605_91	-1	892	46125
	pVA605_91	-2	46162	47053
	pVA605_91	5	47053	91033
pVA1686_54~pVA634_54	pVA1686_54	1	1	44821
	pVA1686_54	2	44821	54972
	pVA634_54	-1	1	44821
	pVA634_54	-2	44821	54972
pVA1686_54~pVA692_45	pVA1686_54	3	1	8128
	pVA1686_54	1	8128	51936
	pVA1686_54	4	51936	53028
	pVA1686_54	2	53028	54147
	pVA1686_54	5	54147	54972
	pVA692_45	1	1	43809
	pVA692_45	2	43813	44932
pVA1686_54~pVA765_0.7	pVA1686_54	2	1	46812
	pVA1686_54	1	46812	47516
	pVA1686_54	3	47516	54972
	pVA765_0.7	1	1	705
pVA1686_54~pVA765_45	pVA1686_54	4	1	7986
	pVA1686_54	1	7986	46753
	pVA1686_54	2	46753	51936
	pVA1686_54	5	51936	53024
	pVA1686_54	3	53024	54142
	pVA1686_54	6	54142	54972
	pVA765_45	-1	1	38768
	pVA765_45	-3	38773	39891
	pVA765_45	-2	39891	45074
pVA1686_54~pVA767_46	pVA1686_54	3	1	7986
	pVA1686_54	1	7986	51936
	pVA1686_54	2	51936	54142
	pVA1686_54	4	54142	54972
	pVA767_46	2	1	2207
	pVA767_46	1	2212	46162
pVA1686_57~pVA1722_58	pVA1686_57	1	1	768
	pVA1686_57	2	857	1473
	pVA1686_57	3	1528	57541
	pVA1722_58	1	1	768
	pVA1722_58	2	783	1400
	pVA1722_58	2	1489	2105
	pVA1722_58	3	2161	58173
