	Plasmid	Block_ID	Start	End
pVA1722_375~pVA692_270	pVA1722_375	1	1	22385
	pVA1722_375	2	22385	23443
	pVA1722_375	3	23579	85278
	pVA1722_375	4	85287	88289
	pVA1722_375	21	88289	114209
	pVA1722_375	5	114209	115468
	pVA1722_375	22	115468	125034
	pVA1722_375	6	125034	128230
	pVA1722_375	23	128230	129584
	pVA1722_375	7	129584	133860
	pVA1722_375	24	133860	135207
	pVA1722_375	8	135207	140508
	pVA1722_375	25	140508	147298
	pVA1722_375	9	147298	154268
	pVA1722_375	26	154268	167113
	pVA1722_375	10	167113	169399
	pVA1722_375	27	169399	171490
	pVA1722_375	11	171490	172978
	pVA1722_375	12	172983	178685
	pVA1722_375	11	178685	180171
	pVA1722_375	28	180171	214134
	pVA1722_375	-4	214134	217137
	pVA1722_375	29	217137	239666
	pVA1722_375	13	239666	240984
	pVA1722_375	30	240984	242040
	pVA1722_375	14	242040	288928
	pVA1722_375	15	288983	298770
	pVA1722_375	16	298780	299837
	pVA1722_375	17	299846	303539
	pVA1722_375	31	303539	338869
	pVA1722_375	18	338869	352337
	pVA1722_375	19	352347	353116
	pVA1722_375	20	353124	375592
	pVA692_270	1	1	22386
	pVA692_270	-2	22522	23580
	pVA692_270	3	23580	85278
	pVA692_270	7	85287	89563
	pVA692_270	34	89563	90624
	pVA692_270	8	90624	95893
	pVA692_270	4	95894	98901
	pVA692_270	35	98901	118291
	pVA692_270	5	118291	119550
	pVA692_270	-6	119569	122765
	pVA692_270	36	122765	133186
	pVA692_270	19	133186	133955
	pVA692_270	37	133955	135705
	pVA692_270	-16	135705	136762
	pVA692_270	38	136762	140950
	pVA692_270	9	140950	147923
	pVA692_270	39	147923	150304
	pVA692_270	12	150304	156006
	pVA692_270	11	156006	157492
	pVA692_270	40	157492	160531
	pVA692_270	10	160531	162817
	pVA692_270	13	162822	164140
	pVA692_270	41	164140	165567
	pVA692_270	14	165567	212455
	pVA692_270	42	212455	220064
	pVA692_270	15	220064	229851
	pVA692_270	17	229861	233554
	pVA692_270	43	233554	234607
	pVA692_270	18	234607	248069
	pVA692_270	20	248080	270548
pVA1722_375~pVA765_0.7	pVA1722_375	2	1	234039
	pVA1722_375	1	234039	234743
	pVA1722_375	3	234743	375592
	pVA765_0.7	-1	1	705
pVA1722_375~pVA765_1_A	pVA1722_375	3	1	195299
	pVA1722_375	1	195299	196139
	pVA1722_375	4	196139	212382
	pVA1722_375	2	212382	213155
	pVA1722_375	1	213155	213995
	pVA1722_375	5	213995	375592
	pVA765_1_A	-1	162	1002
	pVA765_1_A	-2	1002	1775
pVA1722_375~pVA765_275	pVA1722_375	1	1	22385
	pVA1722_375	2	22385	23443
	pVA1722_375	3	23588	85278
	pVA1722_375	24	85278	114209
	pVA1722_375	4	114209	115468
	pVA1722_375	25	115468	125034
	pVA1722_375	5	125034	128230
	pVA1722_375	26	128230	129584
	pVA1722_375	6	129584	133860
	pVA1722_375	27	133860	135207
	pVA1722_375	7	135207	137685
	pVA1722_375	28	137685	142660
	pVA1722_375	8	142660	147296
	pVA1722_375	9	147298	154268
	pVA1722_375	29	154268	167113
	pVA1722_375	10	167113	169399
	pVA1722_375	30	169399	171490
	pVA1722_375	11	171490	172978
	pVA1722_375	12	172983	178685
	pVA1722_375	11	178685	180171
	pVA1722_375	31	180171	191928
	pVA1722_375	13	191928	192749
	pVA1722_375	32	192749	203338
	pVA1722_375	14	203338	204161
	pVA1722_375	33	204161	239666
	pVA1722_375	15	239666	240984
	pVA1722_375	34	240984	242040
	pVA1722_375	16	242040	288928
	pVA1722_375	17	288983	298770
	pVA1722_375	18	298780	299837
	pVA1722_375	19	299846	303539
	pVA1722_375	35	303539	338869
	pVA1722_375	20	338869	340552
	pVA1722_375	36	340552	350023
	pVA1722_375	21	350023	352337
	pVA1722_375	22	352347	353116
	pVA1722_375	23	353124	375592
	pVA765_275	1	1	22386
	pVA765_275	-2	22522	23580
	pVA765_275	38	23580	24655
	pVA765_275	3	24655	86344
	pVA765_275	6	86353	90629
	pVA765_275	39	90629	91690
	pVA765_275	7	91690	94137
	pVA765_275	40	94137	112176
	pVA765_275	4	112176	113435
	pVA765_275	-5	113454	116650
	pVA765_275	41	116650	127056
