	Plasmid	Block_ID	Start	End
pVA1835_58_A~pVA2067_45	pVA1835_58_A	1	1	38627
	pVA1835_58_A	2	38627	39888
	pVA1835_58_A	5	39888	40980
	pVA1835_58_A	3	40980	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	4	49157	49701
	pVA1835_58_A	7	49701	58641
	pVA2067_45	-1	1	38627
	pVA2067_45	-4	38757	39301
	pVA2067_45	-3	39307	43809
	pVA2067_45	-2	43813	45074
pVA1835_58_A~pVA2464_46	pVA1835_58_A	1	1	41478
	pVA1835_58_A	2	41478	45482
	pVA1835_58_A	4	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	5	49701	58641
	pVA2464_46	-1	1	41478
	pVA2464_46	-3	41608	42152
	pVA2464_46	-2	42158	46162
pVA1835_58_A~pVA2464_7	pVA1835_58_A	2	1	45487
	pVA1835_58_A	1	45487	49153
	pVA1835_58_A	3	49153	58641
	pVA2464_7	4	1	3078
	pVA2464_7	-1	3078	6744
	pVA2464_7	5	6744	7219
pVA1835_58_A~pVA2682_52	pVA1835_58_A	1	1	1933
	pVA1835_58_A	2	1933	34689
	pVA1835_58_A	3	34694	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	4	49157	49699
	pVA1835_58_A	5	49701	53448
	pVA1835_58_A	7	53448	58641
	pVA2682_52	2	1	32757
	pVA2682_52	8	32757	35664
	pVA2682_52	-5	35664	39409
	pVA2682_52	3	39414	50202
	pVA2682_52	4	50208	50750
	pVA2682_52	1	50882	52814
pVA1835_58_A~pVA418_56	pVA1835_58_A	1	1	1931
	pVA1835_58_A	2	1931	38769
	pVA1835_58_A	3	38774	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	4	49157	49701
	pVA1835_58_A	5	49701	58506
	pVA418_56	2	1	36839
	pVA418_56	-5	36844	45649
	pVA418_56	3	45654	52362
	pVA418_56	4	52368	52912
	pVA418_56	1	53042	54972
	pVA418_56	7	54972	56293
pVA1835_58_A~pVA436_54	pVA1835_58_A	1	1	38769
	pVA1835_58_A	2	38774	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	4	49701	50395
	pVA1835_58_A	5	50395	58506
	pVA436_54	-4	1	695
	pVA436_54	2	700	7408
	pVA436_54	3	7414	7958
	pVA436_54	1	8088	46856
	pVA436_54	-5	46861	54972
pVA1835_58_A~pVA524_46	pVA1835_58_A	1	1	11490
	pVA1835_58_A	2	11490	45482
	pVA1835_58_A	4	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	5	49701	58641
	pVA524_46	2	1	33993
	pVA524_46	3	33999	34543
	pVA524_46	1	34673	46162
pVA1835_58_A~pVA527_45	pVA1835_58_A	1	1	39892
	pVA1835_58_A	4	39892	40980
	pVA1835_58_A	2	40980	45339
	pVA1835_58_A	5	45339	49151
	pVA1835_58_A	3	49151	49701
	pVA1835_58_A	6	49701	58641
	pVA527_45	-2	1	4360
	pVA527_45	-1	4360	44251
	pVA527_45	-3	44381	44931
pVA1835_58_A~pVA605_91	pVA1835_58_A	1	1	38806
	pVA1835_58_A	2	38806	39697
	pVA1835_58_A	3	39697	45482
	pVA1835_58_A	5	45482	49157
	pVA1835_58_A	4	49157	49701
	pVA1835_58_A	6	49701	58641
	pVA605_91	2	1	892
	pVA605_91	3	892	6677
	pVA605_91	4	6683	7227
	pVA605_91	1	7357	46162
	pVA605_91	2	46162	47053
	pVA605_91	7	47053	91033
pVA1835_58_A~pVA634_54	pVA1835_58_A	1	1	1934
	pVA1835_58_A	2	1934	38769
	pVA1835_58_A	3	38774	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	4	49157	49701
	pVA1835_58_A	5	49701	58506
	pVA634_54	2	1	36836
	pVA634_54	-5	36841	45646
	pVA634_54	3	45651	52359
	pVA634_54	4	52365	52909
	pVA634_54	1	53039	54972
pVA1835_58_A~pVA692_45	pVA1835_58_A	1	1	38627
	pVA1835_58_A	2	38627	39888
	pVA1835_58_A	5	39888	40980
	pVA1835_58_A	3	40980	45482
	pVA1835_58_A	6	45482	49157
	pVA1835_58_A	4	49157	49701
	pVA1835_58_A	7	49701	58641
	pVA692_45	-1	1	38627
	pVA692_45	-4	38757	39301
	pVA692_45	-3	39307	43809
	pVA692_45	-2	43813	45074
pVA1835_58_A~pVA765_0.7	pVA1835_58_A	2	1	49151
	pVA1835_58_A	1	49151	49701
	pVA1835_58_A	3	49701	58641
	pVA765_0.7	-1	73	623
pVA1835_58_A~pVA765_45	pVA1835_58_A	1	2	39892
	pVA1835_58_A	4	39892	40980
	pVA1835_58_A	2	40980	45482
	pVA1835_58_A	5	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	6	49701	58641
	pVA765_45	1	1	39891
	pVA765_45	2	39891	44393
	pVA765_45	3	44399	44943
pVA1835_58_A~pVA767_46	pVA1835_58_A	1	1	40980
	pVA1835_58_A	2	40980	45482
	pVA1835_58_A	4	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	5	49701	58641
	pVA767_46	-1	1	40980
	pVA767_46	-3	41110	41654
	pVA767_46	-2	41660	46162
