	Plasmid	Block_ID	Start	End
pVA1626_87~pVA765_0.7	pVA1626_87	2	1	23068
	pVA1626_87	1	23068	23772
	pVA1626_87	3	23772	87759
	pVA765_0.7	-1	1	705
pVA1626_87~pVA765_1_B	pVA1626_87	2	1	11346
	pVA1626_87	1	11346	12480
	pVA1626_87	3	12480	87759
	pVA765_1_B	1	1	1135
pVA1626_87~pVA765_4_B	pVA1626_87	2	1	12480
	pVA1626_87	1	12480	14634
	pVA1626_87	3	14634	87759
	pVA765_4_B	4	1	2070
	pVA765_4_B	-1	2070	4224
pVA1686_122~pVA1825_122	pVA1686_122	1	1	122927
	pVA1825_122	1	1	122927
pVA1686_2~pVA1825_2	pVA1686_2	1	1	508
	pVA1686_2	2	508	2747
	pVA1825_2	2	1	2240
	pVA1825_2	1	2240	2747
