	Plasmid	Block_ID	Start	End
pVA1046_46~pVA1686_54	pVA1046_46	1	1	43444
	pVA1046_46	2	43449	46162
	pVA1686_54	3	1	7986
	pVA1686_54	2	7986	10699
	pVA1686_54	1	10699	54142
	pVA1686_54	4	54142	54972
pVA1046_46~pVA1722_46	pVA1046_46	1	1	40740
	pVA1046_46	2	40740	46162
	pVA1722_46	2	1	5423
	pVA1722_46	1	5423	46162
pVA1046_46~pVA1825_54	pVA1046_46	1	1	43444
	pVA1046_46	2	43449	46162
	pVA1825_54	3	1	7986
	pVA1825_54	2	7986	10699
	pVA1825_54	1	10699	54142
	pVA1825_54	4	54142	54972
pVA1046_46~pVA1835_58_A	pVA1046_46	1	1	36056
	pVA1046_46	2	36186	36730
	pVA1046_46	3	36736	46162
	pVA1835_58_A	-1	1	36056
	pVA1835_58_A	-3	36056	45482
	pVA1835_58_A	4	45482	49157
	pVA1835_58_A	-2	49157	49701
	pVA1835_58_A	5	49701	58641
pVA1046_46~pVA2067_45	pVA1046_46	1	1	41238
	pVA1046_46	4	41238	42330
	pVA1046_46	2	42330	43591
	pVA1046_46	3	43591	46162
	pVA2067_45	3	1	2572
	pVA2067_45	1	2572	43809
	pVA2067_45	2	43813	45074
pVA1046_46~pVA2464_46	pVA1046_46	1	1	40740
	pVA1046_46	2	40740	46162
	pVA2464_46	2	1	5423
	pVA2464_46	1	5423	46162
pVA1046_46~pVA2682_52	pVA1046_46	1	1	1363
	pVA1046_46	2	1368	34124
	pVA1046_46	3	34124	46162
	pVA2682_52	-2	1	32757
	pVA2682_52	4	32757	39414
	pVA2682_52	-1	39414	40776
	pVA2682_52	-3	40776	52814
pVA1046_46~pVA418_56	pVA1046_46	1	1	34126
	pVA1046_46	2	34126	43444
	pVA1046_46	3	43449	46162
	pVA418_56	-1	1	34126
	pVA418_56	-3	34126	36839
	pVA418_56	4	36839	45654
	pVA418_56	-2	45654	54972
	pVA418_56	5	54972	56293
pVA1046_46~pVA436_54	pVA1046_46	1	1	43444
	pVA1046_46	2	43449	46162
	pVA436_54	3	1	700
	pVA436_54	-1	700	44143
	pVA436_54	-2	44143	46856
	pVA436_54	4	46856	54972
pVA1046_46~pVA524_46	pVA1046_46	1	1	24567
	pVA1046_46	2	24567	46162
	pVA524_46	-1	1	24567
	pVA524_46	-2	24567	46162
pVA1046_46~pVA527_45	pVA1046_46	1	1	36879
	pVA1046_46	2	36879	41238
	pVA1046_46	4	41238	42326
	pVA1046_46	3	42326	46162
	pVA527_45	2	1	4360
	pVA527_45	3	4360	8196
	pVA527_45	1	8196	45074
pVA1046_46~pVA605_91	pVA1046_46	1	1	42521
	pVA1046_46	2	42521	43412
	pVA1046_46	3	43412	46162
	pVA605_91	-2	1	892
	pVA605_91	-1	892	43412
	pVA605_91	-3	43412	46162
	pVA605_91	-2	46162	47053
	pVA605_91	4	47053	91033
pVA1046_46~pVA634_54	pVA1046_46	1	1	34123
	pVA1046_46	2	34123	43444
	pVA1046_46	3	43449	46162
	pVA634_54	-1	1	34123
	pVA634_54	-3	34123	36836
	pVA634_54	4	36836	45651
	pVA634_54	-2	45651	54972
pVA1046_46~pVA692_45	pVA1046_46	1	1	41238
	pVA1046_46	4	41238	42330
	pVA1046_46	2	42330	43591
	pVA1046_46	3	43591	46162
	pVA692_45	3	1	2572
	pVA692_45	1	2572	43809
	pVA692_45	2	43813	45074
pVA1046_46~pVA765_0.7	pVA1046_46	2	1	36114
	pVA1046_46	1	36114	36818
	pVA1046_46	3	36818	46162
	pVA765_0.7	1	1	705
pVA1046_46~pVA765_45	pVA1046_46	1	1	36055
	pVA1046_46	2	36055	41238
	pVA1046_46	4	41238	42326
	pVA1046_46	3	42326	46162
	pVA765_45	-1	1	36055
	pVA765_45	-3	36055	39891
	pVA765_45	-2	39891	45074
pVA1046_46~pVA767_46	pVA1046_46	1	1	41238
	pVA1046_46	2	41238	46162
	pVA767_46	2	1	4925
	pVA767_46	1	4925	46162
pVA1046_5~pVA1565_5	pVA1046_5	1	1	2527
	pVA1046_5	2	2527	5044
	pVA1565_5	-1	1	2527
	pVA1565_5	-2	2527	5044
pVA1046_5~pVA2817_6	pVA1046_5	2	1	1338
	pVA1046_5	1	1338	4002
	pVA1046_5	3	4002	5044
	pVA2817_6	4	1	279
	pVA2817_6	-1	279	2959
	pVA2817_6	5	2959	6872
