	Plasmid	Block_ID	Start	End
pReSeq_VA61_4~pVA524_58	pReSeq_VA61_4	1	1	4225
	pVA524_58	2	1	8810
	pVA524_58	1	8810	13034
	pVA524_58	3	13034	58133
pReSeq_VA61_4~pVA527_58	pReSeq_VA61_4	1	1	4225
	pVA527_58	2	1	8814
	pVA527_58	1	8814	13038
	pVA527_58	3	13038	58137
pReSeq_VA61_4~pVA528_281	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA528_281	3	1	126826
	pVA528_281	1	126826	128982
	pVA528_281	4	128982	281446
pReSeq_VA61_4~pVA544_51	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA544_51	3	1	41512
	pVA544_51	-1	41512	43668
	pVA544_51	4	43668	51775
pReSeq_VA61_4~pVA569_47	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA569_47	3	1	37301
	pVA569_47	-1	37301	39457
	pVA569_47	4	39457	47564
pReSeq_VA61_4~pVA605_296	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA605_296	3	1	11973
	pVA605_296	1	11973	14129
	pVA605_296	4	14129	296877
pReSeq_VA61_4~pVA61_57	pReSeq_VA61_4	1	1	4225
	pVA61_57	2	1	8218
	pVA61_57	1	8218	12442
	pVA61_57	3	12442	57541
pReSeq_VA61_4~pVA634_102	pReSeq_VA61_4	1	1	2158
	pReSeq_VA61_4	2	2158	4225
	pVA634_102	3	1	26391
	pVA634_102	1	26391	28548
	pVA634_102	4	28548	102500
pReSeq_VA61_4~pVA634_271	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA634_271	3	1	104990
	pVA634_271	1	104990	107146
	pVA634_271	4	107146	271857
pReSeq_VA61_4~pVA692_270	pReSeq_VA61_4	1	1	2158
	pReSeq_VA61_4	2	2158	4225
	pVA692_270	3	1	126826
	pVA692_270	1	126826	128983
	pVA692_270	4	128983	270548
pReSeq_VA61_4~pVA754_57	pReSeq_VA61_4	1	1	4225
	pVA754_57	2	1	8031
	pVA754_57	1	8031	12255
	pVA754_57	3	12255	57354
pReSeq_VA61_4~pVA765_275	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA765_275	3	1	140768
	pVA765_275	1	140768	142924
	pVA765_275	4	142924	275025
pReSeq_VA61_4~pVA765_4_B	pReSeq_VA61_4	1	3	2157
	pReSeq_VA61_4	2	2157	4225
	pVA765_4_B	3	1	2070
	pVA765_4_B	-1	2070	4224
pReSeq_VA61_4~pVA767_57	pReSeq_VA61_4	1	1	4225
	pVA767_57	2	1	7809
	pVA767_57	1	7809	12033
	pVA767_57	3	12033	57132
pReSeq_VA61_4~pVA791_270	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	2	2157	4225
	pVA791_270	3	1	126826
	pVA791_270	1	126826	128982
	pVA791_270	4	128982	270546
pReSeq_VA61_4~pVA791_57	pReSeq_VA61_4	1	1	4225
	pVA791_57	2	1	7809
	pVA791_57	1	7809	12033
	pVA791_57	3	12033	57132
pVA1046_199~pVA1565_200	pVA1046_199	1	1	58961
	pVA1046_199	2	58969	199032
	pVA1565_200	1	1	58961
	pVA1565_200	3	58961	60293
	pVA1565_200	2	60293	200358
pVA1046_199~pVA1788_53	pVA1046_199	14	1	57700
	pVA1046_199	1	57700	58048
	pVA1046_199	15	58048	60988
	pVA1046_199	2	60988	61190
	pVA1046_199	16	61190	66684
	pVA1046_199	3	66684	68439
	pVA1046_199	17	68439	69112
	pVA1046_199	4	69112	69933
	pVA1046_199	5	69932	72583
	pVA1046_199	18	72583	73156
	pVA1046_199	2	73156	73358
	pVA1046_199	6	73365	74834
	pVA1046_199	7	74842	75662
	pVA1046_199	8	75663	77691
	pVA1046_199	9	77691	79882
	pVA1046_199	19	79882	81844
	pVA1046_199	10	81844	83301
	pVA1046_199	11	83310	87136
	pVA1046_199	20	87136	92608
	pVA1046_199	12	92608	100524
	pVA1046_199	7	100524	101344
	pVA1046_199	21	101344	109450
	pVA1046_199	13	109450	111509
	pVA1046_199	22	111509	199032
	pVA1788_53	12	1	8009
	pVA1788_53	7	8009	8829
	pVA1788_53	-3	8830	10585
	pVA1788_53	25	10585	11343
	pVA1788_53	-1	11343	11691
	pVA1788_53	26	11691	12070
	pVA1788_53	2	12070	12272
	pVA1788_53	27	12272	22217
	pVA1788_53	-7	22217	23037
	pVA1788_53	28	23037	24637
	pVA1788_53	5	24637	27288
	pVA1788_53	6	27296	28765
	pVA1788_53	-9	28773	30964
	pVA1788_53	29	30964	32649
	pVA1788_53	-4	32649	33470
	pVA1788_53	13	33472	35531
	pVA1788_53	30	35531	38784
	pVA1788_53	8	38784	40812
	pVA1788_53	-10	40812	42269
	pVA1788_53	31	42269	49903
	pVA1788_53	11	49903	53729
pVA1046_199~pVA2464_160	pVA1046_199	1	1	3536
	pVA1046_199	13	3536	3761
	pVA1046_199	2	3761	50862
	pVA1046_199	14	50862	51119
	pVA1046_199	3	51119	52847
	pVA1046_199	15	52847	56532
	pVA1046_199	4	56532	57361
	pVA1046_199	16	57361	57695
	pVA1046_199	5	57695	58055
	pVA1046_199	17	58055	65864
	pVA1046_199	6	65864	66684
	pVA1046_199	18	66684	69112
	pVA1046_199	7	69112	69934
	pVA1046_199	19	69934	72589
	pVA1046_199	8	72589	73357
	pVA1046_199	20	73357	86316
	pVA1046_199	-6	86316	87136
	pVA1046_199	21	87136	111508
	pVA1046_199	9	111508	115389
	pVA1046_199	22	115389	160118
	pVA1046_199	10	160118	167187
	pVA1046_199	23	167187	176957
	pVA1046_199	11	176957	188010
	pVA1046_199	24	188010	195655
	pVA1046_199	12	195655	199032
	pVA2464_160	1	1	3535
	pVA2464_160	26	3535	4355
	pVA2464_160	-9	4355	8236
	pVA2464_160	5	8426	8786
	pVA2464_160	27	8786	47412
	pVA2464_160	-8	47412	48182
	pVA2464_160	28	48182	52403
	pVA2464_160	6	52403	53223
	pVA2464_160	29	53223	61219
	pVA2464_160	4	61219	62048
	pVA2464_160	30	62048	65566
	pVA2464_160	7	65566	66388
	pVA2464_160	31	66388	86642
	pVA2464_160	-3	86642	88370
	pVA2464_160	32	88370	88642
	pVA2464_160	-2	88642	135743
	pVA2464_160	33	135743	136511
	pVA2464_160	10	136511	143585
	pVA2464_160	11	143585	154611
	pVA2464_160	34	154611	156761
	pVA2464_160	12	156761	160181
pVA1046_199~pVA2464_7	pVA1046_199	2	1	93113
	pVA1046_199	1	93113	96777
	pVA1046_199	3	96777	199032
	pVA2464_7	4	1	3079
	pVA2464_7	1	3079	6743
	pVA2464_7	5	6743	7219
pVA1046_199~pVA2682_199	pVA1046_199	1	1	53454
	pVA1046_199	2	53462	58048
	pVA1046_199	14	58048	66684
	pVA1046_199	3	66684	72583
	pVA1046_199	15	72583	73365
	pVA1046_199	4	73365	74834
	pVA1046_199	16	74834	75662
	pVA1046_199	5	75662	79882
	pVA1046_199	6	79883	83310
	pVA1046_199	7	83310	84130
	pVA1046_199	8	84130	86316
	pVA1046_199	-7	86316	87136
	pVA1046_199	9	87136	116195
	pVA1046_199	10	116190	169006
	pVA1046_199	17	169006	169897
	pVA1046_199	11	169897	186017
	pVA1046_199	12	186009	195655
	pVA1046_199	18	195655	196055
	pVA1046_199	13	196055	199032
	pVA2682_199	1	1	53454
	pVA2682_199	20	53454	55745
	pVA2682_199	2	55745	60331
	pVA2682_199	21	60331	61089
