	Plasmid	Block_ID	Start	End
pVA1101_2~pVA1722_375	pVA1101_2	1	53	2159
	pVA1722_375	2	1	105902
	pVA1722_375	-1	105902	108008
	pVA1722_375	3	108008	375592
pVA1101_2~pVA1835_363	pVA1101_2	1	53	2159
	pVA1835_363	2	1	127301
	pVA1835_363	1	127301	129407
	pVA1835_363	3	129407	363035
pVA1101_2~pVA3495_43	pVA1101_2	1	167	2159
	pVA3495_43	2	1	32246
	pVA3495_43	-1	32246	34238
	pVA3495_43	3	34238	43652
pVA1101_2~pVA524_189	pVA1101_2	1	167	2159
	pVA524_189	2	1	52629
	pVA524_189	1	52629	54621
	pVA524_189	3	54621	189580
pVA1101_40~pVA1393_45	pVA1101_40	1	1	39892
	pVA1101_40	2	39892	40941
	pVA1393_45	1	191	40082
	pVA1393_45	3	40082	45074
pVA1101_40~pVA1505_46	pVA1101_40	1	1	40941
	pVA1505_46	1	1	40941
	pVA1505_46	2	40941	46162
pVA1101_40~pVA1565_46	pVA1101_40	1	1	36056
	pVA1101_40	2	36056	40941
	pVA1565_46	-1	1	36056
	pVA1565_46	3	36056	41277
	pVA1565_46	-2	41277	46162
pVA1101_40~pVA1626_45	pVA1101_40	1	1	40480
	pVA1101_40	2	40480	40941
	pVA1626_45	1	1	40480
	pVA1626_45	3	40480	45662
pVA1101_40~pVA1686_54	pVA1101_40	1	1	38769
	pVA1101_40	2	38774	40941
	pVA1686_54	3	1	7986
	pVA1686_54	-1	7986	46754
	pVA1686_54	4	46754	51975
	pVA1686_54	-2	51975	54142
	pVA1686_54	5	54142	54972
pVA1101_40~pVA1722_46	pVA1101_40	1	1	40941
	pVA1722_46	2	1	538
	pVA1722_46	-1	538	41478
	pVA1722_46	3	41478	46162
pVA1101_40~pVA1825_54	pVA1101_40	1	1	38769
	pVA1101_40	2	38774	40941
	pVA1825_54	3	1	7986
	pVA1825_54	-1	7986	46754
	pVA1825_54	4	46754	51975
	pVA1825_54	-2	51975	54142
	pVA1825_54	5	54142	54972
pVA1101_40~pVA1835_58_A	pVA1101_40	1	1	40941
	pVA1835_58_A	1	1	40941
	pVA1835_58_A	2	40941	58641
pVA1101_40~pVA2067_45	pVA1101_40	1	1	38627
	pVA1101_40	2	38627	39892
	pVA1101_40	3	39892	40941
	pVA2067_45	-1	1	38627
	pVA2067_45	4	38627	43809
	pVA2067_45	-2	43809	45074
pVA1101_40~pVA2464_46	pVA1101_40	1	1	40941
	pVA2464_46	2	1	538
	pVA2464_46	-1	538	41478
	pVA2464_46	3	41478	46162
pVA1101_40~pVA2682_52	pVA1101_40	1	1	1933
	pVA1101_40	2	1933	34689
	pVA1101_40	3	34694	40941
	pVA2682_52	2	1	32757
	pVA2682_52	4	32757	39414
	pVA2682_52	3	39414	45661
	pVA2682_52	5	45661	50882
	pVA2682_52	1	50882	52814
pVA1101_40~pVA418_56	pVA1101_40	1	1	1931
	pVA1101_40	2	1931	38769
	pVA1101_40	3	38774	40941
	pVA418_56	2	1	36839
	pVA418_56	4	36839	45654
	pVA418_56	3	45654	47821
	pVA418_56	5	47821	53042
	pVA418_56	1	53042	54972
	pVA418_56	6	54972	56293
