	Plasmid	Block_ID	Start	End
pVA2067_45~pVA2464_46	pVA2067_45	1	1	43311
	pVA2067_45	2	43311	43809
	pVA2067_45	3	43813	45074
	pVA2464_46	2	1	499
	pVA2464_46	4	499	1591
	pVA2464_46	3	1591	2852
	pVA2464_46	1	2852	46162
pVA2067_45~pVA2682_52	pVA2067_45	1	1	3934
	pVA2067_45	2	3939	36695
	pVA2067_45	3	36695	43809
	pVA2067_45	4	43813	45074
	pVA2682_52	-2	1	32757
	pVA2682_52	5	32757	39414
	pVA2682_52	-1	39414	43347
	pVA2682_52	-4	43347	44608
	pVA2682_52	6	44608	45700
	pVA2682_52	-3	45700	52814
pVA2067_45~pVA418_56	pVA2067_45	1	1	36697
	pVA2067_45	2	36697	43809
	pVA2067_45	3	43813	44932
	pVA418_56	-1	1	36697
	pVA418_56	4	36697	45649
	pVA418_56	-3	45649	46768
	pVA418_56	5	46768	47860
	pVA418_56	-2	47860	54972
	pVA418_56	6	54972	56293
pVA2067_45~pVA436_54	pVA2067_45	1	1	43809
	pVA2067_45	2	43813	44932
	pVA436_54	3	1	695
	pVA436_54	-2	695	1814
	pVA436_54	4	1814	2906
	pVA436_54	-1	2906	46714
	pVA436_54	5	46714	54972
pVA2067_45~pVA524_46	pVA2067_45	1	1	27138
	pVA2067_45	2	27138	43809
	pVA2067_45	3	43813	45074
	pVA524_46	-1	1	27138
	pVA524_46	-3	27138	28399
	pVA524_46	4	28399	29491
	pVA524_46	-2	29491	46162
pVA2067_45~pVA527_45	pVA2067_45	1	1	39450
	pVA2067_45	2	39450	45074
	pVA527_45	2	1	5625
	pVA527_45	1	5625	45074
pVA2067_45~pVA605_91	pVA2067_45	1	1	43809
	pVA2067_45	2	44004	44895
	pVA605_91	-2	1	892
	pVA605_91	3	892	2175
	pVA605_91	-1	2175	45983
	pVA605_91	-2	46162	47053
	pVA605_91	4	47053	91033
pVA2067_45~pVA634_54	pVA2067_45	1	1	36694
	pVA2067_45	2	36694	43809
	pVA2067_45	3	43813	44932
	pVA634_54	-1	1	36694
	pVA634_54	4	36694	45646
	pVA634_54	-3	45646	46765
	pVA634_54	5	46765	47857
	pVA634_54	-2	47857	54972
pVA2067_45~pVA692_45	pVA2067_45	1	1	45074
	pVA692_45	1	1	45074
pVA2067_45~pVA765_0.7	pVA2067_45	2	1	38685
	pVA2067_45	1	38685	39389
	pVA2067_45	3	39389	45074
	pVA765_0.7	1	1	705
pVA2067_45~pVA765_45	pVA2067_45	1	1	38626
	pVA2067_45	2	38626	45074
	pVA765_45	-1	1	38626
	pVA765_45	-2	38626	45074
pVA2067_45~pVA767_46	pVA2067_45	1	1	43809
	pVA2067_45	2	43809	45074
	pVA767_46	3	1	1089
	pVA767_46	2	1089	2354
	pVA767_46	1	2354	46162
pVA2067_4~pVA2588_5	pVA2067_4	1	1	533
	pVA2067_4	2	539	950
	pVA2067_4	3	950	4854
	pVA2588_5	3	1	3912
	pVA2588_5	1	3912	4444
	pVA2588_5	4	4444	4741
	pVA2588_5	2	4741	5150
pVA2067_4~pVA524_4_A	pVA2067_4	1	1	1371
	pVA2067_4	2	1371	1590
	pVA2067_4	4	1590	3497
	pVA2067_4	3	3497	4854
	pVA524_4_A	-1	1	1370
	pVA524_4_A	-3	1370	2735
	pVA524_4_A	5	2735	4777
	pVA524_4_A	-2	4777	4996
pVA2067_4~pVA524_4_B	pVA2067_4	1	74	1771
	pVA2067_4	4	1771	3979
	pVA2067_4	2	3979	4185
	pVA2067_4	5	4185	4516
	pVA2067_4	3	4516	4832
	pVA524_4_B	-3	95	412
	pVA524_4_B	6	412	734
	pVA524_4_B	-2	734	940
	pVA524_4_B	7	940	2368
	pVA524_4_B	-1	2368	4074
pVA2067_4~pVA692_4	pVA2067_4	1	1	3370
	pVA2067_4	2	3370	4854
	pVA692_4	2	1	1485
	pVA692_4	1	1485	4854
pVA2067_4~pVA765_4_A	pVA2067_4	1	1	1594
	pVA2067_4	3	1594	3958
	pVA2067_4	2	3958	4831
	pVA765_4_A	4	1	1393
	pVA765_4_A	-1	1393	2982
	pVA765_4_A	-2	3005	3869
	pVA765_4_A	5	3869	4666
pVA2067_4~pVA791_4	pVA2067_4	1	1	954
	pVA2067_4	2	954	1594
	pVA2067_4	4	1594	3958
	pVA2067_4	3	3958	4831
	pVA791_4	-1	1	952
	pVA791_4	-3	975	1839
	pVA791_4	5	1839	4028
	pVA791_4	-2	4028	4666
