	Plasmid	Block_ID	Start	End
pVA1626_57~pVA436_52	pVA1626_57	1	1	772
	pVA1626_57	2	823	1477
	pVA1626_57	3	1528	6973
	pVA1626_57	4	6973	8220
	pVA1626_57	6	8220	12438
	pVA1626_57	4	12438	13686
	pVA1626_57	5	13686	57541
	pVA436_52	1	1	772
	pVA436_52	2	897	1553
	pVA436_52	2	1604	2087
	pVA436_52	3	2123	7568
	pVA436_52	4	7568	8815
	pVA436_52	5	8815	52670
pVA1626_57~pVA524_58	pVA1626_57	1	1	768
	pVA1626_57	2	768	975
	pVA1626_57	3	975	57541
	pVA524_58	1	1	768
	pVA524_58	2	768	974
	pVA524_58	4	974	1399
	pVA524_58	2	1399	1605
	pVA524_58	3	1605	58133
pVA1626_57~pVA527_58	pVA1626_57	1	1	768
	pVA1626_57	2	768	971
	pVA1626_57	3	972	1325
	pVA1626_57	2	1325	1527
	pVA1626_57	4	1528	57541
	pVA527_58	1	1	768
	pVA527_58	2	768	1008
	pVA527_58	3	1009	1364
	pVA527_58	2	1364	1567
	pVA527_58	3	1568	1921
	pVA527_58	2	1921	2123
	pVA527_58	4	2125	58137
pVA1626_57~pVA528_44	pVA1626_57	1	1	2651
	pVA1626_57	3	2651	15775
	pVA1626_57	2	15775	57541
	pVA528_44	1	1	2651
	pVA528_44	2	2659	44428
pVA1626_57~pVA544_3	pVA1626_57	2	1	34533
	pVA1626_57	1	34533	34867
	pVA1626_57	3	34867	57541
	pVA544_3	1	1	335
pVA1626_57~pVA544_8	pVA1626_57	3	1	31790
	pVA1626_57	1	31790	34533
	pVA1626_57	4	34533	34867
	pVA1626_57	2	34867	38446
	pVA1626_57	5	38446	57541
	pVA544_8	-1	1	2744
	pVA544_8	6	2744	4895
	pVA544_8	-2	4895	8474
pVA1626_57~pVA585_53	pVA1626_57	1	1	768
	pVA1626_57	2	804	1066
	pVA1626_57	2	1102	1362
	pVA1626_57	3	1398	4011
	pVA1626_57	6	4011	6973
	pVA1626_57	4	6973	8220
	pVA1626_57	7	8220	12438
	pVA1626_57	4	12438	13686
	pVA1626_57	5	13686	57541
	pVA585_53	1	1	768
	pVA585_53	2	804	1064
	pVA585_53	3	1100	3639
	pVA585_53	10	3639	8337
	pVA585_53	4	8337	9584
	pVA585_53	5	9584	53437
pVA1626_57~pVA61_57	pVA1626_57	1	1	57541
	pVA61_57	1	1	57541
pVA1626_57~pVA754_57	pVA1626_57	1	1	768
	pVA1626_57	2	880	1380
	pVA1626_57	2	991	1567
	pVA1626_57	3	1567	57541
	pVA754_57	1	1	768
	pVA754_57	2	879	1341
	pVA754_57	3	1341	57354
pVA1626_57~pVA765_1_B	pVA1626_57	2	1	12552
	pVA1626_57	1	12552	13686
	pVA1626_57	3	13686	57541
	pVA765_1_B	1	1	1135
pVA1626_57~pVA765_4_B	pVA1626_57	2	1	8220
	pVA1626_57	1	8220	10374
	pVA1626_57	3	10374	57541
	pVA765_4_B	4	1	2070
	pVA765_4_B	-1	2070	4224
pVA1626_57~pVA767_57	pVA1626_57	1	1	768
	pVA1626_57	2	768	1121
	pVA1626_57	2	1140	1528
	pVA1626_57	3	1528	57541
	pVA767_57	1	1	768
	pVA767_57	2	768	1119
	pVA767_57	3	1119	57132
pVA1626_57~pVA791_57	pVA1626_57	1	1	768
	pVA1626_57	2	768	1121
	pVA1626_57	2	1140	1528
	pVA1626_57	3	1528	57541
	pVA791_57	1	1	768
	pVA791_57	2	768	1119
	pVA791_57	3	1119	57132
pVA1626_87~pVA2588_87	pVA1626_87	1	1	87759
	pVA2588_87	1	1	87759
pVA1626_87~pVA2589_99	pVA1626_87	1	1	22127
	pVA1626_87	2	22134	87759
	pVA2589_99	1	1	22127
	pVA2589_99	3	22127	33963
	pVA2589_99	2	33963	99588
pVA1626_87~pVA2817_112	pVA1626_87	1	1	7215
	pVA1626_87	2	7215	8036
	pVA1626_87	3	8036	78489
	pVA1626_87	4	78498	87759
	pVA2817_112	5	1	6327
	pVA2817_112	2	6327	7148
	pVA2817_112	3	7148	77601
	pVA2817_112	6	77601	78387
	pVA2817_112	4	78387	87648
	pVA2817_112	1	87648	94846
	pVA2817_112	2	94846	95667
	pVA2817_112	7	95667	112933
pVA1626_87~pVA634_102	pVA1626_87	1	1	7215
	pVA1626_87	2	7215	35773
	pVA1626_87	3	35781	87759
	pVA634_102	1	1	7215
	pVA634_102	4	7215	20928
	pVA634_102	2	20928	49686
	pVA634_102	5	49686	50522
	pVA634_102	3	50522	102500
