	Plasmid	Block_ID	Start	End
pIH290_3~pVA2817_6	pIH290_3	1	65	659
	pIH290_3	3	659	1840
	pIH290_3	2	1840	3453
	pIH290_3	4	3453	3952
	pVA2817_6	5	1	279
	pVA2817_6	2	279	1889
	pVA2817_6	6	1889	2377
	pVA2817_6	1	2377	2963
	pVA2817_6	7	2963	6872
pIH290_3~pVA569_68	pIH290_3	1	65	659
	pIH290_3	3	659	1840
	pIH290_3	2	1840	3453
	pIH290_3	4	3453	3952
	pVA569_68	5	1	1647
	pVA569_68	2	1647	3257
	pVA569_68	6	3257	3745
	pVA569_68	1	3745	4331
	pVA569_68	7	4331	6872
pIH290_3~pVA634_6	pIH290_3	1	65	659
	pIH290_3	3	659	1840
	pIH290_3	2	1840	3453
	pIH290_3	4	3453	3952
	pVA634_6	5	1	315
	pVA634_6	2	315	1925
	pVA634_6	6	1925	2413
	pVA634_6	1	2413	2999
	pVA634_6	7	2999	6872
pIH290_60~pVA1046_46	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	49261
	pIH290_60	6	49261	58076
	pIH290_60	4	58076	60789
	pVA1046_46	1	1	34355
	pVA1046_46	7	34355	36094
	pVA1046_46	2	36094	41238
	pVA1046_46	8	41238	41738
	pVA1046_46	3	41738	43444
	pVA1046_46	4	43449	46162
pIH290_60~pVA1101_40	pIH290_60	1	1	34355
	pIH290_60	4	34355	47555
	pIH290_60	2	47555	49261
	pIH290_60	5	49261	58076
	pIH290_60	3	58076	60789
	pVA1101_40	6	1	1702
	pVA1101_40	-1	1702	36056
	pVA1101_40	-3	36056	38769
	pVA1101_40	-2	38774	40480
	pVA1101_40	7	40480	40941
pIH290_60~pVA1101_4	pIH290_60	2	1	34878
	pIH290_60	1	34878	39153
	pIH290_60	3	39153	60789
	pVA1101_4	-1	1	4276
pIH290_60~pVA1101_5	pIH290_60	3	1	40167
	pIH290_60	1	40167	42410
	pIH290_60	4	42410	43219
	pIH290_60	2	43219	46341
	pIH290_60	5	46341	60789
	pVA1101_5	-2	1	3123
	pVA1101_5	-1	3125	5368
pIH290_60~pVA1393_45	pIH290_60	1	1	34355
	pIH290_60	5	34355	42563
	pIH290_60	2	42563	47555
	pIH290_60	6	47555	48146
	pIH290_60	3	48146	49261
	pIH290_60	7	49261	58076
	pIH290_60	4	58076	60789
	pVA1393_45	8	1	1892
	pVA1393_45	-1	1892	36246
	pVA1393_45	-4	36246	38959
	pVA1393_45	-3	38964	40079
	pVA1393_45	-2	40082	45074
pIH290_60~pVA1505_46	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	49261
	pIH290_60	6	49261	58076
	pIH290_60	4	58076	60789
	pVA1505_46	7	1	1702
	pVA1505_46	-1	1702	36056
	pVA1505_46	-4	36056	38769
	pVA1505_46	-3	38774	40480
	pVA1505_46	8	40480	40980
	pVA1505_46	-2	40980	46124
pIH290_60~pVA1565_46	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	49261
	pIH290_60	6	49261	58076
	pIH290_60	4	58076	60789
	pVA1565_46	1	1	34355
	pVA1565_46	7	34355	36094
	pVA1565_46	2	36094	41238
	pVA1565_46	8	41238	41738
	pVA1565_46	3	41738	43444
	pVA1565_46	4	43449	46162
pIH290_60~pVA1626_45	pIH290_60	1	1	34355
	pIH290_60	4	34355	42411
	pIH290_60	2	42411	49261
	pIH290_60	5	49261	58076
	pIH290_60	3	58076	60789
	pVA1626_45	6	1	1702
	pVA1626_45	-1	1702	36056
	pVA1626_45	-3	36056	38769
	pVA1626_45	-2	38774	45624
pIH290_60~pVA1686_54	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	50091
	pIH290_60	4	50091	60789
	pVA1686_54	4	1	10699
	pVA1686_54	1	10699	45053
	pVA1686_54	6	45053	46792
	pVA1686_54	2	46792	51936
	pVA1686_54	7	51936	52436
	pVA1686_54	3	52436	54972
pIH290_60~pVA1722_46	pIH290_60	1	1	34355
	pIH290_60	6	34355	42411
	pIH290_60	2	42411	47057
	pIH290_60	3	47057	47555
	pIH290_60	4	47555	49261
	pIH290_60	7	49261	58076
	pIH290_60	5	58076	60789
	pVA1722_46	3	1	499
	pVA1722_46	8	499	999
	pVA1722_46	4	999	2705
	pVA1722_46	5	2710	5423
	pVA1722_46	1	5423	39777
	pVA1722_46	9	39777	41516
	pVA1722_46	2	41516	46162
pIH290_60~pVA1825_54	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	3	47555	50091
	pIH290_60	4	50091	60789
	pVA1825_54	4	1	10699
	pVA1825_54	1	10699	45053
	pVA1825_54	6	45053	46792
	pVA1825_54	2	46792	51936
	pVA1825_54	7	51936	52436
	pVA1825_54	3	52436	54972
pIH290_60~pVA1835_58_A	pIH290_60	1	1	34355
	pIH290_60	7	34355	42503
	pIH290_60	2	42503	43047
	pIH290_60	3	43053	47555
	pIH290_60	4	47555	49261
	pIH290_60	5	49266	58071
	pIH290_60	6	58076	60789
	pVA1835_58_A	8	1	1702
	pVA1835_58_A	-1	1702	36056
	pVA1835_58_A	-6	36056	38769
	pVA1835_58_A	-4	38774	40480
	pVA1835_58_A	9	40480	40980
	pVA1835_58_A	-3	40980	45482
	pVA1835_58_A	10	45482	49157
	pVA1835_58_A	-2	49157	49701
	pVA1835_58_A	5	49701	58506
pIH290_60~pVA2067_45	pIH290_60	1	1	34355
	pIH290_60	5	34355	42411
	pIH290_60	2	42411	47555
	pIH290_60	6	47555	48146
	pIH290_60	3	48146	49266
