	Plasmid	Block_ID	Start	End
pIH290_0.3~pVA1788_53	pIH290_0.3	1	1	303
	pVA1788_53	2	1	40200
	pVA1788_53	1	40200	40502
	pVA1788_53	3	40502	53729
pIH290_0.3~pVA1825_57	pIH290_0.3	1	1	303
	pVA1825_57	2	1	34102
	pVA1825_57	-1	34102	34404
	pVA1825_57	3	34404	57541
pIH290_0.3~pVA1835_58_B	pIH290_0.3	1	1	303
	pVA1835_58_B	2	1	34697
	pVA1835_58_B	-1	34697	34999
	pVA1835_58_B	3	34999	58136
pIH290_0.3~pVA2588_87	pIH290_0.3	1	1	303
	pVA2588_87	2	1	2223
	pVA2588_87	-1	2223	2525
	pVA2588_87	3	2525	87759
pIH290_0.3~pVA2589_86	pIH290_0.3	1	1	303
	pVA2589_86	2	1	26082
	pVA2589_86	1	26082	26384
	pVA2589_86	3	26384	86194
pIH290_0.3~pVA2589_99	pIH290_0.3	1	1	303
	pVA2589_99	2	1	2223
	pVA2589_99	-1	2223	2525
	pVA2589_99	3	2525	99588
pIH290_0.3~pVA2682_199	pIH290_0.3	1	1	303
	pVA2682_199	2	1	70974
	pVA2682_199	-1	70974	71276
	pVA2682_199	3	71276	199029
pIH290_0.3~pVA2682_52	pIH290_0.3	1	1	303
	pVA2682_52	2	1	35069
	pVA2682_52	-1	35069	35371
	pVA2682_52	3	35371	52814
pIH290_0.3~pVA2817_112	pIH290_0.3	1	1	303
	pVA2817_112	2	1	108068
	pVA2817_112	-1	108068	108370
	pVA2817_112	3	108370	112933
pIH290_0.3~pVA3495_43	pIH290_0.3	1	1	303
	pVA3495_43	2	1	28059
	pVA3495_43	-1	28059	28361
	pVA3495_43	3	28361	43652
pIH290_0.3~pVA418_110	pIH290_0.3	1	1	303
	pVA418_110	2	1	42728
	pVA418_110	1	42728	43030
	pVA418_110	3	43030	110199
pIH290_0.3~pVA436_52	pIH290_0.3	1	1	303
	pVA436_52	2	1	29231
	pVA436_52	-1	29231	29533
	pVA436_52	3	29533	52670
pIH290_0.3~pVA524_58	pIH290_0.3	1	1	303
	pVA524_58	2	1	34694
	pVA524_58	-1	34694	34996
	pVA524_58	3	34996	58133
pIH290_0.3~pVA527_214	pIH290_0.3	1	10	303
	pVA527_214	2	1	138736
	pVA527_214	-1	138736	139029
	pVA527_214	3	139029	214239
pIH290_0.3~pVA527_58	pIH290_0.3	1	1	303
	pVA527_58	2	1	34698
	pVA527_58	-1	34698	35000
	pVA527_58	3	35000	58137
pIH290_0.3~pVA528_281	pIH290_0.3	1	1	303
	pVA528_281	2	1	113648
	pVA528_281	-1	113648	113950
	pVA528_281	3	113950	281446
pIH290_0.3~pVA528_44	pIH290_0.3	1	1	303
	pVA528_44	2	1	20989
	pVA528_44	-1	20989	21291
	pVA528_44	3	21291	44428
pIH290_0.3~pVA544_51	pIH290_0.3	1	1	303
	pVA544_51	2	1	34677
	pVA544_51	1	34677	34979
	pVA544_51	3	34979	51775
pIH290_0.3~pVA544_8	pIH290_0.3	1	1	303
	pVA544_8	1	130	432
	pVA544_8	2	432	8474
pIH290_0.3~pVA569_107	pIH290_0.3	1	1	303
	pVA569_107	2	1	16625
	pVA569_107	1	16625	16927
	pVA569_107	3	16927	107281
pIH290_0.3~pVA585_53	pIH290_0.3	1	1	303
	pVA585_53	2	1	30000
	pVA585_53	-1	30000	30302
	pVA585_53	3	30302	53437
pIH290_0.3~pVA605_296	pIH290_0.3	1	1	303
	pVA605_296	2	1	59627
	pVA605_296	1	59627	59929
	pVA605_296	3	59929	296877
pIH290_0.3~pVA61_57	pIH290_0.3	1	1	303
	pVA61_57	2	1	34102
	pVA61_57	-1	34102	34404
	pVA61_57	3	34404	57541
pIH290_0.3~pVA634_102	pIH290_0.3	1	1	303
	pVA634_102	2	1	2223
	pVA634_102	-1	2223	2525
	pVA634_102	3	2525	102500
pIH290_0.3~pVA634_75	pIH290_0.3	1	1	303
	pVA634_75	2	1	2874
	pVA634_75	-1	2874	3176
	pVA634_75	3	3176	75585
pIH290_0.3~pVA692_270	pIH290_0.3	1	1	303
	pVA692_270	2	1	113648
	pVA692_270	-1	113648	113950
	pVA692_270	3	113950	270548
pIH290_0.3~pVA754_57	pIH290_0.3	1	1	303
	pVA754_57	2	1	33915
	pVA754_57	-1	33915	34217
	pVA754_57	3	34217	57354
pIH290_0.3~pVA765_275	pIH290_0.3	1	1	303
	pVA765_275	2	1	107533
	pVA765_275	-1	107533	107835
	pVA765_275	3	107835	275025
pIH290_0.3~pVA767_57	pIH290_0.3	1	1	303
	pVA767_57	2	1	33693
	pVA767_57	-1	33693	33995
	pVA767_57	3	33995	57132
pIH290_0.3~pVA791_270	pIH290_0.3	1	1	303
	pVA791_270	2	1	113648
	pVA791_270	-1	113648	113950
	pVA791_270	3	113950	270546
pIH290_0.3~pVA791_57	pIH290_0.3	1	1	303
	pVA791_57	2	1	33693
	pVA791_57	-1	33693	33995
	pVA791_57	3	33995	57132
pIH290_3~pVA1046_5	pIH290_3	1	66	655
	pIH290_3	3	655	1808
	pIH290_3	2	1808	3360
	pIH290_3	4	3360	3952
	pVA1046_5	5	1	1338
	pVA1046_5	-1	1338	1902
	pVA1046_5	6	1902	2482
	pVA1046_5	-2	2482	4034
	pVA1046_5	7	4034	5044
pIH290_3~pVA1565_5	pIH290_3	1	66	655
	pIH290_3	3	655	1808
	pIH290_3	2	1808	3256
	pIH290_3	4	3256	3952
	pVA1565_5	5	1	626
	pVA1565_5	1	626	1190
	pVA1565_5	6	1190	3537
	pVA1565_5	2	3537	4985
