	Plasmid	Block_ID	Start	End
pVA1626_45~pVA605_91	pVA1626_45	1	1	38806
	pVA1626_45	2	38806	39697
	pVA1626_45	3	39697	40480
	pVA1626_45	4	40480	45662
	pVA605_91	2	1	892
	pVA605_91	3	892	1675
	pVA605_91	5	1675	2175
	pVA605_91	4	2175	7357
	pVA605_91	1	7357	46162
	pVA605_91	2	46162	47053
	pVA605_91	6	47053	91033
pVA1626_45~pVA634_54	pVA1626_45	1	1	1934
	pVA1626_45	2	1934	38769
	pVA1626_45	3	38774	40480
	pVA1626_45	4	40480	45662
	pVA634_54	2	1	36836
	pVA634_54	5	36836	45651
	pVA634_54	3	45651	47357
	pVA634_54	6	47357	47857
	pVA634_54	4	47857	53039
	pVA634_54	1	53039	54972
pVA1626_45~pVA692_45	pVA1626_45	1	1	38627
	pVA1626_45	2	38627	39889
	pVA1626_45	4	39889	40480
	pVA1626_45	3	40480	45662
	pVA692_45	-1	1	38627
	pVA692_45	-3	38627	43809
	pVA692_45	-2	43812	45074
pVA1626_45~pVA765_0.7	pVA1626_45	2	1	44900
	pVA1626_45	1	44900	45604
	pVA765_0.7	-1	1	705
pVA1626_45~pVA765_45	pVA1626_45	1	2	39889
	pVA1626_45	3	39889	40480
	pVA1626_45	2	40480	45662
	pVA765_45	1	1	39888
	pVA765_45	2	39891	45073
pVA1626_45~pVA767_46	pVA1626_45	1	1	40480
	pVA1626_45	2	40480	45662
	pVA767_46	3	1	501
	pVA767_46	-1	501	40980
	pVA767_46	-2	40980	46162
pVA1626_4~pVA2067_4	pVA1626_4	1	200	1971
	pVA1626_4	3	1971	3779
	pVA1626_4	2	3779	4936
	pVA2067_4	1	1	1774
	pVA2067_4	4	1774	3498
	pVA2067_4	2	3498	4655
pVA1626_4~pVA2588_5	pVA1626_4	1	1	732
	pVA1626_4	2	738	1147
	pVA1626_4	3	1147	1971
	pVA1626_4	5	1971	3779
	pVA1626_4	4	3779	4936
	pVA2588_5	3	1	824
	pVA2588_5	6	824	2548
	pVA2588_5	4	2548	3713
	pVA2588_5	1	3713	4444
	pVA2588_5	7	4444	4741
	pVA2588_5	2	4741	5150
pVA1626_4~pVA418_38	pVA1626_4	1	11	1996
	pVA1626_4	2	1996	4936
	pVA418_38	3	1	1021
	pVA418_38	1	1021	3008
	pVA418_38	4	3008	3852
pVA1626_4~pVA436_1	pVA1626_4	2	1	1107
	pVA1626_4	1	1107	1996
	pVA1626_4	3	1996	4936
	pVA436_1	4	1	205
	pVA436_1	-1	205	1093
	pVA436_1	5	1093	1776
pVA1626_4~pVA524_4_A	pVA1626_4	1	1	1568
	pVA1626_4	2	1568	1787
	pVA1626_4	4	1787	3779
	pVA1626_4	3	3779	4936
	pVA524_4_A	-1	1	1569
	pVA524_4_A	-3	1569	2734
	pVA524_4_A	5	2734	4777
	pVA524_4_A	-2	4777	4996
pVA1626_4~pVA524_4_B	pVA1626_4	1	1	273
	pVA1626_4	2	273	1998
	pVA1626_4	4	1998	4260
	pVA1626_4	3	4260	4466
	pVA1626_4	5	4466	4936
	pVA524_4_B	-1	1	273
	pVA524_4_B	6	273	734
	pVA524_4_B	-3	734	940
	pVA524_4_B	7	940	2338
	pVA524_4_B	-2	2338	4074
pVA1626_4~pVA692_4	pVA1626_4	1	1	1971
	pVA1626_4	3	1971	3779
	pVA1626_4	2	3779	4936
	pVA692_4	2	129	1286
	pVA692_4	1	1286	3258
	pVA692_4	4	3258	4854
pVA1626_57~pVA1686_57	pVA1626_57	1	1	57541
	pVA1686_57	1	1	57541
pVA1626_57~pVA1722_58	pVA1626_57	1	1	768
	pVA1626_57	2	859	1436
	pVA1626_57	3	1528	57541
	pVA1722_58	1	1	768
	pVA1722_58	2	785	1363
	pVA1722_58	2	1454	2031
	pVA1722_58	3	2161	58173
pVA1626_57~pVA1825_57	pVA1626_57	1	1	57541
	pVA1825_57	1	1	57541
pVA1626_57~pVA1835_58_B	pVA1626_57	1	1	772
	pVA1626_57	2	823	1477
	pVA1626_57	3	1528	57541
	pVA1835_58_B	1	1	772
	pVA1835_58_B	2	897	1553
	pVA1835_58_B	2	1604	2087
	pVA1835_58_B	3	2123	58136
