	Plasmid	Block_ID	Start	End
pVA2817_210~pVA754_184	pVA2817_210	1	1	3463
	pVA2817_210	23	3463	7227
	pVA2817_210	2	7227	31203
	pVA2817_210	3	31207	73937
	pVA2817_210	24	73937	86277
	pVA2817_210	4	86277	87100
	pVA2817_210	25	87100	122786
	pVA2817_210	5	122786	132592
	pVA2817_210	6	132594	133416
	pVA2817_210	26	133416	137740
	pVA2817_210	7	137740	138562
	pVA2817_210	8	137826	138566
	pVA2817_210	27	138566	149445
	pVA2817_210	9	149445	149759
	pVA2817_210	28	149759	151811
	pVA2817_210	10	151811	158331
	pVA2817_210	29	158331	158683
	pVA2817_210	11	158683	161362
	pVA2817_210	30	161362	162048
	pVA2817_210	12	162048	162722
	pVA2817_210	13	162731	163788
	pVA2817_210	14	163798	169002
	pVA2817_210	31	169002	169532
	pVA2817_210	15	169532	171416
	pVA2817_210	32	171416	171748
	pVA2817_210	16	171748	175518
	pVA2817_210	33	175518	176035
	pVA2817_210	17	176035	180193
	pVA2817_210	34	180193	180545
	pVA2817_210	18	180545	181698
	pVA2817_210	19	181759	182508
	pVA2817_210	20	182508	185985
	pVA2817_210	35	185985	186753
	pVA2817_210	21	186753	193827
	pVA2817_210	22	193827	210423
	pVA754_184	1	1	3463
	pVA754_184	36	3463	4659
	pVA754_184	2	4659	28635
	pVA754_184	37	28635	29839
	pVA754_184	3	29839	72569
	pVA754_184	38	72569	73794
	pVA754_184	8	73794	74534
	pVA754_184	39	74534	87133
	pVA754_184	-6	87133	87955
	pVA754_184	40	87955	89953
	pVA754_184	7	89953	90775
	pVA754_184	41	90775	97965
	pVA754_184	-4	97965	98788
	pVA754_184	42	98788	103340
	pVA754_184	5	103340	113145
	pVA754_184	43	113145	115541
	pVA754_184	9	115541	115854
	pVA754_184	44	115854	119659
	pVA754_184	10	119659	126172
	pVA754_184	45	126172	126524
	pVA754_184	11	126524	129206
	pVA754_184	12	129245	129917
	pVA754_184	14	129927	135134
	pVA754_184	46	135134	135611
	pVA754_184	15	135611	137495
	pVA754_184	47	137495	137798
	pVA754_184	16	137798	141557
	pVA754_184	17	141646	145804
	pVA754_184	48	145804	146075
	pVA754_184	18	146075	147235
	pVA754_184	49	147235	147833
	pVA754_184	19	147833	148567
	pVA754_184	50	148567	149106
	pVA754_184	20	149106	152583
	pVA754_184	51	152583	154106
	pVA754_184	13	154106	155162
	pVA754_184	52	155162	156472
	pVA754_184	21	156472	163546
	pVA754_184	53	163546	167895
	pVA754_184	22	167895	184491
pVA2817_210~pVA765_0.7	pVA2817_210	2	1	137800
	pVA2817_210	1	137800	138504
	pVA2817_210	3	138504	210423
	pVA765_0.7	-1	1	705
pVA2817_210~pVA765_1_A	pVA2817_210	2	1	115117
	pVA2817_210	1	115117	116481
	pVA2817_210	3	116481	210423
	pVA765_1_A	1	162	1526
	pVA765_1_A	4	1526	1775
pVA2817_6~pVA418_38	pVA2817_6	2	1	279
	pVA2817_6	1	279	2963
	pVA2817_6	3	2963	6872
	pVA418_38	4	1	361
	pVA418_38	1	361	3012
	pVA418_38	5	3012	3852
pVA2817_6~pVA524_4_B	pVA2817_6	3	1	279
	pVA2817_6	1	279	1186
	pVA2817_6	2	1193	2963
	pVA2817_6	4	2963	6872
	pVA524_4_B	-1	1	908
	pVA524_4_B	5	908	2336
	pVA524_4_B	-2	2336	4067
pVA2817_6~pVA569_68	pVA2817_6	1	1	5504
	pVA2817_6	2	5504	6872
	pVA569_68	2	1	1369
	pVA569_68	1	1369	6872
pVA2817_6~pVA634_6	pVA2817_6	1	1	6836
	pVA634_6	1	37	6872
pVA2817_6~pVA692_4	pVA2817_6	2	1	279
	pVA2817_6	1	279	2741
	pVA2817_6	3	2741	6872
	pVA692_4	4	1	642
	pVA692_4	1	642	3074
	pVA692_4	5	3074	4854
pVA2817_6~pVA765_4_A	pVA2817_6	2	1	279
	pVA2817_6	1	279	2819
	pVA2817_6	3	2819	6872
	pVA765_4_A	4	1	1308
	pVA765_4_A	-1	1308	3816
	pVA765_4_A	5	3816	4666
