	Plasmid	Block_ID	Start	End
pReSeq_VA61_10~pVA436_52	pReSeq_VA61_10	1	1	7576
	pReSeq_VA61_10	2	7576	10131
	pVA436_52	-1	1	7576
	pVA436_52	3	7576	50115
	pVA436_52	-2	50115	52670
pReSeq_VA61_10~pVA524_58	pReSeq_VA61_10	3	1	965
	pReSeq_VA61_10	2	965	6661
	pReSeq_VA61_10	2	1042	6664
	pReSeq_VA61_10	1	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA524_58	-1	1	623
	pVA524_58	6	623	842
	pVA524_58	-2	842	6532
	pVA524_58	-3	6609	7573
	pVA524_58	7	7573	55578
	pVA524_58	-4	55578	58133
pReSeq_VA61_10~pVA527_58	pReSeq_VA61_10	1	1	1042
	pReSeq_VA61_10	2	1042	6210
	pReSeq_VA61_10	3	6250	7576
	pReSeq_VA61_10	4	7576	10131
	pVA527_58	-3	1	1292
	pVA527_58	-2	1331	6536
	pVA527_58	-1	6536	7577
	pVA527_58	5	7577	55582
	pVA527_58	-4	55582	58137
pReSeq_VA61_10~pVA528_44	pReSeq_VA61_10	5	1	4323
	pReSeq_VA61_10	3	4323	5452
	pReSeq_VA61_10	1	5452	6215
	pReSeq_VA61_10	2	6010	6809
	pReSeq_VA61_10	1	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA528_44	-1	1	769
	pVA528_44	-2	769	1528
	pVA528_44	-3	1530	2659
	pVA528_44	7	2659	41873
	pVA528_44	-4	41873	44428
pReSeq_VA61_10~pVA585_53	pReSeq_VA61_10	5	1	2971
	pReSeq_VA61_10	1	2971	5454
	pReSeq_VA61_10	2	5454	5842
	pReSeq_VA61_10	6	5842	6345
	pReSeq_VA61_10	2	6345	6809
	pReSeq_VA61_10	3	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA585_53	-3	1	768
	pVA585_53	-2	768	1156
	pVA585_53	-1	1156	3639
	pVA585_53	8	3639	50882
	pVA585_53	-4	50882	53437
pReSeq_VA61_10~pVA61_57	pReSeq_VA61_10	3	1	5452
	pReSeq_VA61_10	1	5452	6215
	pReSeq_VA61_10	2	6010	6809
	pReSeq_VA61_10	1	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA61_57	-1	1	769
	pVA61_57	-2	769	1528
	pVA61_57	-3	1530	6981
	pVA61_57	6	6981	54986
	pVA61_57	-4	54986	57541
pReSeq_VA61_10~pVA754_57	pReSeq_VA61_10	1	1	5454
	pReSeq_VA61_10	2	5454	6024
	pReSeq_VA61_10	2	6160	6805
	pReSeq_VA61_10	3	6805	7576
	pReSeq_VA61_10	4	7576	10131
	pVA754_57	-3	1	772
	pVA754_57	-2	772	1341
	pVA754_57	-1	1341	6794
	pVA754_57	6	6794	54799
	pVA754_57	-4	54799	57354
pReSeq_VA61_10~pVA767_57	pReSeq_VA61_10	1	1	5454
	pReSeq_VA61_10	2	5454	5805
	pReSeq_VA61_10	5	5805	6383
	pReSeq_VA61_10	2	6383	6809
	pReSeq_VA61_10	3	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA767_57	-3	1	768
	pVA767_57	-2	768	1119
	pVA767_57	-1	1119	6572
	pVA767_57	7	6572	54577
	pVA767_57	-4	54577	57132
pReSeq_VA61_10~pVA791_57	pReSeq_VA61_10	1	1	5454
	pReSeq_VA61_10	2	5454	5805
	pReSeq_VA61_10	5	5805	6383
	pReSeq_VA61_10	2	6383	6809
	pReSeq_VA61_10	3	6809	7576
	pReSeq_VA61_10	4	7576	10131
	pVA791_57	-3	1	768
	pVA791_57	-2	768	1119
	pVA791_57	-1	1119	6572
	pVA791_57	7	6572	54577
	pVA791_57	-4	54577	57132
