	Plasmid	Block_ID	Start	End
pVA1835_58_B~pVA436_52	pVA1835_58_B	1	1	7568
	pVA1835_58_B	2	7568	8815
	pVA1835_58_B	4	8815	13033
	pVA1835_58_B	2	13033	14280
	pVA1835_58_B	3	14280	58136
	pVA436_52	1	1	7568
	pVA436_52	2	7568	8815
	pVA436_52	3	8815	52670
pVA1835_58_B~pVA524_58	pVA1835_58_B	1	1	58136
	pVA524_58	1	1	58133
pVA1835_58_B~pVA527_58	pVA1835_58_B	1	1	58136
	pVA527_58	1	1	58137
pVA1835_58_B~pVA528_44	pVA1835_58_B	1	1	768
	pVA1835_58_B	2	768	1042
	pVA1835_58_B	2	1101	1452
	pVA1835_58_B	3	1102	1455
	pVA1835_58_B	3	1511	2126
	pVA1835_58_B	4	2126	3249
	pVA1835_58_B	6	3249	16370
	pVA1835_58_B	5	16370	58136
	pVA528_44	1	1	768
	pVA528_44	2	768	1118
	pVA528_44	3	1177	1528
	pVA528_44	4	1528	2651
	pVA528_44	5	2659	44428
pVA1835_58_B~pVA544_3	pVA1835_58_B	2	1	35128
	pVA1835_58_B	1	35128	35462
	pVA1835_58_B	3	35462	58136
	pVA544_3	1	1	335
pVA1835_58_B~pVA544_8	pVA1835_58_B	3	1	32385
	pVA1835_58_B	1	32385	35128
	pVA1835_58_B	4	35128	35462
	pVA1835_58_B	2	35462	39041
	pVA1835_58_B	5	39041	58136
	pVA544_8	-1	1	2744
	pVA544_8	6	2744	4895
	pVA544_8	-2	4895	8474
pVA1835_58_B~pVA585_53	pVA1835_58_B	1	1	768
	pVA1835_58_B	2	768	1026
	pVA1835_58_B	6	1026	1661
	pVA1835_58_B	2	1661	1993
	pVA1835_58_B	3	1993	4606
	pVA1835_58_B	7	4606	7568
	pVA1835_58_B	4	7568	8815
	pVA1835_58_B	8	8815	13033
	pVA1835_58_B	4	13033	14281
	pVA1835_58_B	5	14281	58136
	pVA585_53	1	1	768
	pVA585_53	2	768	1100
	pVA585_53	3	1100	3639
	pVA585_53	11	3639	8337
	pVA585_53	4	8337	9584
	pVA585_53	5	9584	53437
pVA1835_58_B~pVA61_57	pVA1835_58_B	1	1	768
	pVA1835_58_B	2	785	1363
	pVA1835_58_B	2	1454	2031
	pVA1835_58_B	3	2124	58136
	pVA61_57	1	1	768
	pVA61_57	2	859	1436
	pVA61_57	3	1528	57541
pVA1835_58_B~pVA754_57	pVA1835_58_B	1	1	772
	pVA1835_58_B	2	772	1287
	pVA1835_58_B	4	1287	1553
	pVA1835_58_B	2	1553	2067
	pVA1835_58_B	3	2067	58136
	pVA754_57	1	1	772
	pVA754_57	2	772	1285
	pVA754_57	3	1285	57354
pVA1835_58_B~pVA765_1_B	pVA1835_58_B	2	1	13147
	pVA1835_58_B	1	13147	14281
	pVA1835_58_B	3	14281	58136
	pVA765_1_B	1	1	1135
pVA1835_58_B~pVA765_4_B	pVA1835_58_B	2	1	8815
	pVA1835_58_B	1	8815	10969
	pVA1835_58_B	3	10969	58136
	pVA765_4_B	4	1	2070
	pVA765_4_B	-1	2070	4224
pVA1835_58_B~pVA767_57	pVA1835_58_B	1	1	768
	pVA1835_58_B	2	768	1026
	pVA1835_58_B	4	1026	1735
	pVA1835_58_B	2	1735	2067
	pVA1835_58_B	3	2067	58136
	pVA767_57	1	1	768
	pVA767_57	2	768	1063
	pVA767_57	3	1063	57132
pVA1835_58_B~pVA791_57	pVA1835_58_B	1	1	768
	pVA1835_58_B	2	768	1026
	pVA1835_58_B	4	1026	1772
	pVA1835_58_B	2	1772	2067
	pVA1835_58_B	3	2067	58136
	pVA791_57	1	1	768
	pVA791_57	2	768	1063
	pVA791_57	3	1063	57132
