	Plasmid	Block_ID	Start	End
pVA1046_5~pVA418_38	pVA1046_5	3	1	1334
	pVA1046_5	1	1334	3506
	pVA1046_5	4	3506	3828
	pVA1046_5	2	3828	4045
	pVA1046_5	5	4045	5044
	pVA418_38	6	1	318
	pVA418_38	-2	318	535
	pVA418_38	7	535	872
	pVA418_38	-1	872	3013
	pVA418_38	8	3013	3852
pVA1046_5~pVA524_4_B	pVA1046_5	3	1	1338
	pVA1046_5	1	1338	3095
	pVA1046_5	2	3095	4124
	pVA1046_5	4	4124	5044
	pVA524_4_B	2	1	1030
	pVA524_4_B	5	1030	2340
	pVA524_4_B	1	2340	4074
pVA1046_5~pVA569_68	pVA1046_5	2	1	1338
	pVA1046_5	1	1338	4002
	pVA1046_5	3	4002	5044
	pVA569_68	4	1	1647
	pVA569_68	-1	1647	4327
	pVA569_68	5	4327	6872
pVA1046_5~pVA634_6	pVA1046_5	2	1	1338
	pVA1046_5	1	1338	4002
	pVA1046_5	3	4002	5044
	pVA634_6	4	1	315
	pVA634_6	-1	315	2995
	pVA634_6	5	2995	6872
pVA1046_5~pVA765_4_A	pVA1046_5	2	1	1478
	pVA1046_5	1	1478	4124
	pVA1046_5	3	4124	5044
	pVA765_4_A	4	1	1308
	pVA765_4_A	1	1308	3938
	pVA765_4_A	5	3938	4666
pVA1046_5~pVA791_4	pVA1046_5	3	1	1478
	pVA1046_5	1	1478	1914
	pVA1046_5	4	1914	2216
	pVA1046_5	2	2216	4124
	pVA1046_5	5	4124	5044
	pVA791_4	2	1	1908
	pVA791_4	6	1908	3943
	pVA791_4	1	3943	4389
	pVA791_4	7	4389	4666
pVA1101_139~pVA544_3	pVA1101_139	2	1	133641
	pVA1101_139	1	133641	133975
	pVA1101_139	3	133975	139904
	pVA544_3	1	1	335
