	Plasmid	Block_ID	Start	End
pVA1626_2~pVA2067_2	pVA1626_2	1	57	2210
	pVA1626_2	2	2213	2512
	pVA2067_2	2	4	307
	pVA2067_2	1	349	2495
pVA1626_2~pVA528_2	pVA1626_2	1	1	1893
	pVA1626_2	2	1908	2512
	pVA528_2	2	4	623
	pVA528_2	1	623	2490
pVA1626_2~pVA692_2	pVA1626_2	1	57	1896
	pVA1626_2	2	1896	2512
	pVA692_2	-1	1	1829
	pVA692_2	-2	1871	2495
pVA1626_2~pVA754_9	pVA1626_2	1	57	1453
	pVA1626_2	3	1453	1995
	pVA1626_2	2	1995	2512
	pVA754_9	2	1	527
	pVA754_9	1	569	1955
	pVA754_9	4	1955	9190
pVA1626_45~pVA1686_54	pVA1626_45	1	1	38769
	pVA1626_45	2	38774	40480
	pVA1626_45	3	40480	45662
	pVA1686_54	4	1	7986
	pVA1686_54	-1	7986	46754
	pVA1686_54	-3	46754	51936
	pVA1686_54	5	51936	52436
	pVA1686_54	-2	52436	54142
	pVA1686_54	6	54142	54972
pVA1626_45~pVA1722_46	pVA1626_45	1	1	40480
	pVA1626_45	2	40480	40978
	pVA1626_45	3	40978	45662
	pVA1722_46	-2	1	499
	pVA1722_46	4	499	999
	pVA1722_46	-1	999	41478
	pVA1722_46	-3	41478	46162
pVA1626_45~pVA1825_54	pVA1626_45	1	1	38769
	pVA1626_45	2	38774	40480
	pVA1626_45	3	40480	45662
	pVA1825_54	4	1	7986
	pVA1825_54	-1	7986	46754
	pVA1825_54	-3	46754	51936
	pVA1825_54	5	51936	52436
	pVA1825_54	-2	52436	54142
	pVA1825_54	6	54142	54972
pVA1626_45~pVA1835_58_A	pVA1626_45	1	1	40480
	pVA1626_45	2	40480	44982
	pVA1626_45	3	44988	45532
	pVA1835_58_A	1	1	40480
	pVA1835_58_A	4	40480	40980
	pVA1835_58_A	2	40980	45482
	pVA1835_58_A	5	45482	49157
	pVA1835_58_A	3	49157	49701
	pVA1835_58_A	6	49701	58641
pVA1626_45~pVA2067_45	pVA1626_45	1	1	38627
	pVA1626_45	2	38627	39889
	pVA1626_45	4	39889	40480
	pVA1626_45	3	40480	45662
	pVA2067_45	-1	1	38627
	pVA2067_45	-3	38627	43809
	pVA2067_45	-2	43812	45074
pVA1626_45~pVA2464_46	pVA1626_45	1	1	40480
	pVA1626_45	2	40480	40978
	pVA1626_45	3	40978	45662
	pVA2464_46	-2	1	499
	pVA2464_46	4	499	999
	pVA2464_46	-1	999	41478
	pVA2464_46	-3	41478	46162
pVA1626_45~pVA2682_52	pVA1626_45	1	1	1933
	pVA1626_45	2	1933	34689
	pVA1626_45	3	34694	40480
	pVA1626_45	4	40480	45662
	pVA2682_52	2	1	32757
	pVA2682_52	5	32757	39414
	pVA2682_52	3	39414	45200
	pVA2682_52	6	45200	45700
	pVA2682_52	4	45700	50882
	pVA2682_52	1	50882	52814
pVA1626_45~pVA418_56	pVA1626_45	1	1	1931
	pVA1626_45	2	1931	38769
	pVA1626_45	3	38774	40480
	pVA1626_45	4	40480	45662
	pVA418_56	2	1	36839
	pVA418_56	5	36839	45654
	pVA418_56	3	45654	47360
	pVA418_56	6	47360	47860
	pVA418_56	4	47860	53042
	pVA418_56	1	53042	54972
	pVA418_56	7	54972	56293
pVA1626_45~pVA436_54	pVA1626_45	1	1	38769
	pVA1626_45	2	38774	40480
	pVA1626_45	3	40480	45662
	pVA436_54	4	1	700
	pVA436_54	2	700	2406
	pVA436_54	5	2406	2906
	pVA436_54	3	2906	8088
	pVA436_54	1	8088	46856
	pVA436_54	6	46856	54972
pVA1626_45~pVA524_46	pVA1626_45	1	1	11490
	pVA1626_45	2	11490	40480
	pVA1626_45	3	40480	45662
	pVA524_46	2	1	28991
	pVA524_46	4	28991	29491
	pVA524_46	3	29491	34673
	pVA524_46	1	34673	46162
pVA1626_45~pVA527_45	pVA1626_45	1	1	39889
	pVA1626_45	4	39889	40480
	pVA1626_45	2	40480	44839
	pVA1626_45	3	44839	45662
	pVA527_45	-2	1	4360
	pVA527_45	-1	4363	44251
	pVA527_45	-3	44251	45074
