	Plasmid	Block_ID	Start	End
pVA418_38~pVA754_5	pVA418_38	1	1	587
	pVA418_38	2	590	2869
	pVA418_38	3	2869	3852
	pVA754_5	2	1	2297
	pVA754_5	4	2297	4637
	pVA754_5	1	4637	5223
pVA418_38~pVA765_4_A	pVA418_38	3	1	316
	pVA418_38	1	316	535
	pVA418_38	4	535	872
	pVA418_38	2	872	2869
	pVA418_38	5	2869	3852
	pVA765_4_A	6	1	1307
	pVA765_4_A	-2	1307	3320
	pVA765_4_A	7	3320	3642
	pVA765_4_A	-1	3642	3861
	pVA765_4_A	8	3861	4666
pVA418_38~pVA791_4	pVA418_38	4	1	316
	pVA418_38	1	316	535
	pVA418_38	5	535	872
	pVA418_38	2	872	2160
	pVA418_38	6	2160	2429
	pVA418_38	3	2429	2869
	pVA418_38	7	2869	3852
	pVA791_4	-2	1	1290
	pVA791_4	8	1290	1612
	pVA791_4	-1	1612	1831
	pVA791_4	9	1831	3942
	pVA791_4	-3	3942	4390
	pVA791_4	10	4390	4666
pVA418_56~pVA436_54	pVA418_56	1	1	44955
	pVA418_56	2	44955	54972
	pVA418_56	3	54972	56293
	pVA436_54	2	1	10018
	pVA436_54	1	10018	54972
pVA418_56~pVA524_46	pVA418_56	1	1	9560
	pVA418_56	2	9560	36839
	pVA418_56	4	36839	45654
	pVA418_56	3	45654	54972
	pVA418_56	5	54972	56293
	pVA524_46	2	1	27280
	pVA524_46	3	27285	36603
	pVA524_46	1	36603	46162
pVA418_56~pVA527_45	pVA418_56	1	1	36839
	pVA418_56	5	36839	45654
	pVA418_56	2	45654	46772
	pVA418_56	6	46772	47860
	pVA418_56	3	47860	52219
	pVA418_56	4	52219	54972
	pVA418_56	7	54972	56293
	pVA527_45	-3	1	4360
	pVA527_45	-2	4360	5478
	pVA527_45	-1	5483	42321
	pVA527_45	-4	42321	45074
pVA418_56~pVA605_91	pVA418_56	1	1	36839
	pVA418_56	4	36839	45686
	pVA418_56	2	45686	46577
	pVA418_56	3	46577	54972
	pVA418_56	5	54972	56293
	pVA605_91	2	1	892
	pVA605_91	3	892	9287
	pVA605_91	1	9287	46125
	pVA605_91	2	46162	47053
	pVA605_91	6	47053	91033
pVA418_56~pVA634_54	pVA418_56	1	4	54972
	pVA418_56	2	54972	56293
	pVA634_54	1	1	54969
pVA418_56~pVA692_45	pVA418_56	1	1	36697
	pVA418_56	4	36697	45649
	pVA418_56	2	45649	46768
	pVA418_56	5	46768	47860
	pVA418_56	3	47860	54972
	pVA418_56	6	54972	56293
	pVA692_45	-1	1	36697
	pVA692_45	-3	36697	43809
	pVA692_45	-2	43813	44932
pVA418_56~pVA765_0.7	pVA418_56	2	1	52280
	pVA418_56	1	52280	52984
	pVA418_56	3	52984	56293
	pVA765_0.7	-1	1	705
pVA418_56~pVA765_45	pVA418_56	1	1	36839
	pVA418_56	5	36839	45654
	pVA418_56	2	45654	46772
	pVA418_56	6	46772	47860
	pVA418_56	3	47860	53043
	pVA418_56	4	53043	54972
	pVA418_56	7	54972	56293
	pVA765_45	4	1	1930
	pVA765_45	1	1930	38768
	pVA765_45	2	38773	39891
	pVA765_45	3	39891	45074
pVA418_56~pVA767_46	pVA418_56	1	1	36839
	pVA418_56	4	36839	45654
	pVA418_56	2	45654	47860
	pVA418_56	3	47860	54972
	pVA418_56	5	54972	56293
	pVA767_46	-2	1	2207
	pVA767_46	-1	2212	39050
	pVA767_46	-3	39050	46162
pVA436_1~pVA524_4_B	pVA436_1	2	1	205
	pVA436_1	1	205	1096
	pVA436_1	3	1096	1776
	pVA524_4_B	4	1	2340
	pVA524_4_B	1	2340	3243
	pVA524_4_B	5	3243	4074
pVA436_1~pVA544_8	pVA436_1	1	149	1093
	pVA436_1	3	1093	1505
	pVA436_1	2	1505	1776
	pVA544_8	4	1	2856
	pVA544_8	-2	2856	3122
	pVA544_8	5	3122	3775
	pVA544_8	-1	3775	4718
	pVA544_8	6	4718	8474
