	Plasmid	Block_ID	Start	End
pReSeq_VA61_126_B~pVA791_17	pReSeq_VA61_126_B	2	1	79859
	pReSeq_VA61_126_B	1	79859	95237
	pReSeq_VA61_126_B	3	95237	265935
	pVA791_17	4	1	2070
	pVA791_17	1	2070	17448
pReSeq_VA61_126_B~pVA791_270	pReSeq_VA61_126_B	1	1	81701
	pReSeq_VA61_126_B	7	81701	83308
	pReSeq_VA61_126_B	2	83308	84439
	pReSeq_VA61_126_B	8	84439	100328
	pReSeq_VA61_126_B	3	100328	149263
	pReSeq_VA61_126_B	9	149263	151172
	pReSeq_VA61_126_B	4	151172	212193
	pReSeq_VA61_126_B	5	212194	238739
	pReSeq_VA61_126_B	6	238739	265935
	pVA791_270	6	1	27197
	pVA791_270	1	27197	108897
	pVA791_270	10	108897	112196
	pVA791_270	2	112196	113324
	pVA791_270	11	113324	124658
	pVA791_270	3	124658	173587
	pVA791_270	4	173587	234608
	pVA791_270	12	234608	244001
	pVA791_270	5	244001	270546
pReSeq_VA61_1~pVA1046_41	pReSeq_VA61_1	1	1	1243
	pVA1046_41	2	1	28118
	pVA1046_41	-1	28118	29360
	pVA1046_41	3	29360	41890
pReSeq_VA61_1~pVA1101_21	pReSeq_VA61_1	1	1	1243
	pVA1101_21	2	1	14655
	pVA1101_21	1	14655	15897
	pVA1101_21	3	15897	21441
pReSeq_VA61_1~pVA1184_286	pReSeq_VA61_1	1	1	1243
	pVA1184_286	2	1	125585
	pVA1184_286	-1	125585	126827
	pVA1184_286	3	126827	286941
pReSeq_VA61_1~pVA1393_58	pReSeq_VA61_1	1	1	1243
	pVA1393_58	2	1	13038
	pVA1393_58	-1	13038	14280
	pVA1393_58	3	14280	58136
pReSeq_VA61_1~pVA1505_61	pReSeq_VA61_1	1	1	1243
	pVA1505_61	2	1	12443
	pVA1505_61	-1	12443	13685
	pVA1505_61	3	13685	61210
pReSeq_VA61_1~pVA1626_171	pReSeq_VA61_1	1	1	1243
	pVA1626_171	2	1	125222
	pVA1626_171	-1	125222	126464
	pVA1626_171	3	126464	171553
pReSeq_VA61_1~pVA1626_57	pReSeq_VA61_1	1	1	1243
	pVA1626_57	2	1	12443
	pVA1626_57	-1	12443	13685
	pVA1626_57	3	13685	57541
pReSeq_VA61_1~pVA1626_87	pReSeq_VA61_1	1	1	1243
	pVA1626_87	2	1	11237
	pVA1626_87	-1	11237	12479
	pVA1626_87	3	12479	87759
pReSeq_VA61_1~pVA1686_57	pReSeq_VA61_1	1	1	1243
	pVA1686_57	2	1	12443
	pVA1686_57	-1	12443	13685
	pVA1686_57	3	13685	57541
pReSeq_VA61_1~pVA1722_58	pReSeq_VA61_1	1	1	1243
	pVA1722_58	2	1	13075
	pVA1722_58	-1	13075	14317
	pVA1722_58	3	14317	58173
pReSeq_VA61_1~pVA1825_57	pReSeq_VA61_1	1	1	1243
	pVA1825_57	2	1	12443
	pVA1825_57	-1	12443	13685
	pVA1825_57	3	13685	57541
pReSeq_VA61_1~pVA1835_58_B	pReSeq_VA61_1	1	1	1243
	pVA1835_58_B	2	1	13038
	pVA1835_58_B	-1	13038	14280
	pVA1835_58_B	3	14280	58136
pReSeq_VA61_1~pVA2067_271	pReSeq_VA61_1	1	1	1243
	pVA2067_271	2	1	127003
	pVA2067_271	-1	127003	128245
	pVA2067_271	3	128245	271964
pReSeq_VA61_1~pVA2588_87	pReSeq_VA61_1	1	1	1243
	pVA2588_87	2	1	11237
	pVA2588_87	-1	11237	12479
	pVA2588_87	3	12479	87759
pReSeq_VA61_1~pVA2589_99	pReSeq_VA61_1	1	1	1243
	pVA2589_99	2	1	11237
	pVA2589_99	-1	11237	12479
	pVA2589_99	3	12479	99588
pReSeq_VA61_1~pVA2817_112	pReSeq_VA61_1	1	1	1243
	pVA2817_112	2	1	10349
	pVA2817_112	-1	10349	11591
	pVA2817_112	3	11591	112933
pReSeq_VA61_1~pVA418_110	pReSeq_VA61_1	1	1	1243
	pVA418_110	2	1	32774
	pVA418_110	1	32774	34016
	pVA418_110	3	34016	110199
pReSeq_VA61_1~pVA436_52	pReSeq_VA61_1	1	1	1243
	pVA436_52	2	1	7572
	pVA436_52	-1	7572	8814
	pVA436_52	3	8814	52670
pReSeq_VA61_1~pVA524_58	pReSeq_VA61_1	1	1	1243
	pVA524_58	2	1	13035
	pVA524_58	-1	13035	14277
	pVA524_58	3	14277	58133
