	Plasmid	Block_ID	Start	End
pVA524_189~pVA765_0.7	pVA524_189	2	1	35814
	pVA524_189	1	35814	36518
	pVA524_189	3	36518	189580
	pVA765_0.7	-1	1	705
pVA524_189~pVA765_1_A	pVA524_189	3	1	18209
	pVA524_189	1	18209	18484
	pVA524_189	2	18484	19822
	pVA524_189	4	19822	21616
	pVA524_189	2	21616	22953
	pVA524_189	5	22953	189580
	pVA765_1_A	-2	162	1500
	pVA765_1_A	-1	1500	1775
pVA524_189~pVA767_225	pVA524_189	27	1	1278
	pVA524_189	1	1278	2809
	pVA524_189	2	2817	30382
	pVA524_189	3	29560	30382
	pVA524_189	28	30382	35755
	pVA524_189	4	35755	36576
	pVA524_189	29	36576	60633
	pVA524_189	5	60633	61708
	pVA524_189	30	61708	72494
	pVA524_189	6	72494	73623
	pVA524_189	31	73623	81467
	pVA524_189	7	81467	81801
	pVA524_189	32	81801	86581
	pVA524_189	8	86581	87347
	pVA524_189	9	86848	87348
	pVA524_189	10	87489	93326
	pVA524_189	33	93326	101065
	pVA524_189	11	101065	101796
	pVA524_189	34	101796	106453
	pVA524_189	12	106453	108051
	pVA524_189	35	108051	108725
	pVA524_189	13	108725	110329
	pVA524_189	14	110353	111303
	pVA524_189	36	111303	119153
	pVA524_189	15	119153	120284
	pVA524_189	16	120300	121552
	pVA524_189	17	121543	138406
	pVA524_189	37	138406	139892
	pVA524_189	18	139892	141210
	pVA524_189	38	141210	144158
	pVA524_189	19	144158	154089
	pVA524_189	20	154084	162336
	pVA524_189	39	162336	164481
	pVA524_189	21	164481	168678
	pVA524_189	22	168698	174062
	pVA524_189	40	174062	174700
	pVA524_189	23	174700	179238
	pVA524_189	41	179238	179590
	pVA524_189	24	179590	185714
	pVA524_189	42	185714	186568
	pVA524_189	25	186568	189098
	pVA524_189	43	189098	189355
	pVA524_189	26	189355	189580
	pVA767_225	44	1	4881
	pVA767_225	-5	4881	5957
	pVA767_225	45	5957	13328
	pVA767_225	-8	13328	14096
	pVA767_225	46	14096	15466
	pVA767_225	9	15466	15968
	pVA767_225	47	15968	38296
	pVA767_225	7	38296	38627
	pVA767_225	48	38627	39331
	pVA767_225	-14	39331	40282
	pVA767_225	49	40282	45714
	pVA767_225	12	45714	47312
	pVA767_225	-13	47314	48920
	pVA767_225	50	48920	49686
	pVA767_225	-10	49686	55523
	pVA767_225	6	55589	56718
	pVA767_225	51	56718	71499
	pVA767_225	-11	71499	72230
	pVA767_225	52	72230	73653
	pVA767_225	20	73653	81882
	pVA767_225	21	82000	86197
	pVA767_225	53	86197	86661
	pVA767_225	22	86661	92032
	pVA767_225	54	92032	92785
	pVA767_225	23	92785	97329
	pVA767_225	55	97329	97681
	pVA767_225	24	97681	103798
	pVA767_225	56	103798	104626
	pVA767_225	25	104626	107149
	pVA767_225	57	107149	107407
	pVA767_225	26	107407	107638
	pVA767_225	58	107638	109559
	pVA767_225	1	109559	111090
	pVA767_225	-3	111098	111920
	pVA767_225	59	111920	116245
	pVA767_225	-2	116245	143809
	pVA767_225	-4	143817	144638
	pVA767_225	60	144638	147182
	pVA767_225	15	147182	148313
	pVA767_225	61	148313	148654
	pVA767_225	16	148654	149908
	pVA767_225	62	149908	152361
	pVA767_225	17	152361	169212
	pVA767_225	63	169212	191071
	pVA767_225	18	191071	192391
	pVA767_225	19	192408	202345
	pVA767_225	64	202345	225072
pVA524_199~pVA765_0.7	pVA524_199	2	1	91824
	pVA524_199	1	91824	92528
	pVA524_199	3	92528	199223
	pVA765_0.7	-1	1	705
pVA524_199~pVA765_1_A	pVA524_199	2	1	97770
	pVA524_199	1	97770	99152
	pVA524_199	3	99152	199223
	pVA765_1_A	1	144	1526
	pVA765_1_A	4	1526	1775
pVA524_46~pVA527_45	pVA524_46	1	1	28403
	pVA524_46	4	28403	29491
	pVA524_46	2	29491	33850
	pVA524_46	3	33850	46162
	pVA527_45	-2	1	4360
	pVA527_45	-1	4360	32762
	pVA527_45	-3	32762	45074
pVA524_46~pVA605_91	pVA524_46	1	1	27317
	pVA524_46	2	27317	28208
	pVA524_46	3	28208	46162
	pVA605_91	2	1	892
	pVA605_91	3	892	18846
	pVA605_91	1	18846	46162
	pVA605_91	2	46162	47053
	pVA605_91	4	47053	91033
pVA524_46~pVA634_54	pVA524_46	1	1	27280
	pVA524_46	2	27285	36606
	pVA524_46	3	36606	46162
	pVA634_54	3	1	9557
	pVA634_54	1	9557	36836
	pVA634_54	4	36836	45651
	pVA634_54	2	45651	54972
pVA524_46~pVA692_45	pVA524_46	1	1	27138
	pVA524_46	2	27138	28399
	pVA524_46	4	28399	29491
	pVA524_46	3	29491	46162
	pVA692_45	-1	1	27138
	pVA692_45	-3	27138	43809
	pVA692_45	-2	43813	45074
pVA524_46~pVA765_0.7	pVA524_46	2	1	33911
	pVA524_46	1	33911	34615
	pVA524_46	3	34615	46162
	pVA765_0.7	-1	1	705
pVA524_46~pVA765_45	pVA524_46	1	1	28403
	pVA524_46	4	28403	29491
	pVA524_46	2	29491	34674
	pVA524_46	3	34674	46162
	pVA765_45	3	1	11489
	pVA765_45	1	11489	39891
	pVA765_45	2	39891	45074
pVA524_46~pVA767_46	pVA524_46	1	1	29491
	pVA524_46	2	29491	46162
	pVA767_46	-1	1	29491
	pVA767_46	-2	29491	46162
pVA524_4_A~pVA524_4_B	pVA524_4_A	1	1	1297
	pVA524_4_A	2	1297	1708
	pVA524_4_A	5	1708	2039
	pVA524_4_A	3	2039	2245
	pVA524_4_A	6	2245	4604
	pVA524_4_A	4	4604	4996
	pVA524_4_B	2	1	412
	pVA524_4_B	7	412	734
	pVA524_4_B	3	734	940
	pVA524_4_B	8	940	2386
	pVA524_4_B	4	2386	2777
	pVA524_4_B	1	2777	4074
pVA524_4_A~pVA692_4	pVA524_4_A	1	1	2735
	pVA524_4_A	3	2735	4777
	pVA524_4_A	2	4777	4996
	pVA692_4	-1	128	2855
	pVA692_4	-2	2855	3074
	pVA692_4	4	3074	4854
