	Plasmid	Block_ID	Start	End
pReSeq_VA61_126_A~pVA61_126	pReSeq_VA61_126_A	1	1	25754
	pReSeq_VA61_126_A	2	25754	126256
	pVA61_126	2	1	100506
	pVA61_126	1	100506	126259
pReSeq_VA61_126_A~pVA765_1_A	pReSeq_VA61_126_A	2	1	60952
	pReSeq_VA61_126_A	1	60952	62314
	pReSeq_VA61_126_A	3	62314	126256
	pVA765_1_A	1	153	1515
	pVA765_1_A	4	1515	1775
pReSeq_VA61_126_B~pReSeq_VA61_1	pReSeq_VA61_126_B	2	1	101262
	pReSeq_VA61_126_B	1	101262	102504
	pReSeq_VA61_126_B	3	102504	265935
	pReSeq_VA61_1	-1	1	1243
pReSeq_VA61_126_B~pReSeq_VA61_4	pReSeq_VA61_126_B	2	1	102503
	pReSeq_VA61_126_B	1	102503	104659
	pReSeq_VA61_126_B	3	104659	265935
	pReSeq_VA61_4	1	1	2157
	pReSeq_VA61_4	4	2157	4225
pReSeq_VA61_126_B~pVA1184_286	pReSeq_VA61_126_B	1	1	79859
	pReSeq_VA61_126_B	2	79859	81701
	pReSeq_VA61_126_B	3	81701	95237
	pReSeq_VA61_126_B	4	95237	96057
	pReSeq_VA61_126_B	5	96057	96539
	pReSeq_VA61_126_B	-4	96539	97359
	pReSeq_VA61_126_B	6	97359	98296
	pReSeq_VA61_126_B	12	98296	100328
	pReSeq_VA61_126_B	7	100328	104660
	pReSeq_VA61_126_B	13	104660	108862
	pReSeq_VA61_126_B	8	108862	149263
	pReSeq_VA61_126_B	14	149263	151172
	pReSeq_VA61_126_B	9	151172	212194
	pReSeq_VA61_126_B	10	212193	238739
	pReSeq_VA61_126_B	11	238739	265935
	pVA1184_286	11	1	27197
	pVA1184_286	1	27197	107055
	pVA1184_286	2	107055	108897
	pVA1184_286	16	108897	124658
	pVA1184_286	7	124658	128983
	pVA1184_286	17	128983	131051
	pVA1184_286	2	131051	132893
	pVA1184_286	3	132893	146429
	pVA1184_286	4	146429	147249
	pVA1184_286	-5	147249	147731
	pVA1184_286	-4	147731	148551
	pVA1184_286	6	148551	149488
	pVA1184_286	8	149580	189982
	pVA1184_286	9	189982	251004
	pVA1184_286	18	251004	260395
	pVA1184_286	10	260395	286941
pReSeq_VA61_126_B~pVA1722_375	pReSeq_VA61_126_B	1	1	58082
	pReSeq_VA61_126_B	2	58091	62367
	pReSeq_VA61_126_B	23	62367	63428
	pReSeq_VA61_126_B	3	63428	68697
	pReSeq_VA61_126_B	4	68698	71705
	pReSeq_VA61_126_B	24	71705	87336
	pReSeq_VA61_126_B	5	87336	91971
	pReSeq_VA61_126_B	25	91971	95237
	pReSeq_VA61_126_B	6	95237	96057
	pReSeq_VA61_126_B	26	96057	96539
	pReSeq_VA61_126_B	7	96539	97359
	pReSeq_VA61_126_B	27	97359	108862
	pReSeq_VA61_126_B	8	108862	109627
	pReSeq_VA61_126_B	28	109627	111381
	pReSeq_VA61_126_B	9	111381	112437
	pReSeq_VA61_126_B	29	112437	116625
	pReSeq_VA61_126_B	10	116625	123598
