	Plasmid	Block_ID	Start	End
pIH290_0.28~pVA1184_286	pIH290_0.28	1	4	282
	pVA1184_286	2	1	114538
	pVA1184_286	-1	114538	114816
	pVA1184_286	3	114816	286941
pIH290_0.28~pVA1393_58	pIH290_0.28	1	1	282
	pVA1393_58	2	1	36422
	pVA1393_58	1	36422	36703
	pVA1393_58	3	36703	58136
pIH290_0.28~pVA1505_61	pIH290_0.28	1	1	282
	pVA1505_61	2	1	38360
	pVA1505_61	-1	38360	38641
	pVA1505_61	3	38641	61210
pIH290_0.28~pVA1565_200	pIH290_0.28	1	4	282
	pVA1565_200	2	1	77539
	pVA1565_200	1	77539	77817
	pVA1565_200	3	77817	200358
pIH290_0.28~pVA1626_57	pIH290_0.28	1	1	282
	pVA1626_57	2	1	34691
	pVA1626_57	-1	34691	34972
	pVA1626_57	3	34972	57541
pIH290_0.28~pVA1686_57	pIH290_0.28	1	1	282
	pVA1686_57	2	1	34691
	pVA1686_57	-1	34691	34972
	pVA1686_57	3	34972	57541
pIH290_0.28~pVA1722_58	pIH290_0.28	1	1	282
	pVA1722_58	2	1	35323
	pVA1722_58	-1	35323	35604
	pVA1722_58	3	35604	58173
pIH290_0.28~pVA1788_21	pIH290_0.28	1	1	282
	pVA1788_21	2	1	6044
	pVA1788_21	1	6044	6325
	pVA1788_21	3	6325	21594
pIH290_0.28~pVA1788_53	pIH290_0.28	1	4	282
	pVA1788_53	2	1	39334
	pVA1788_53	1	39334	39612
	pVA1788_53	3	39612	53729
pIH290_0.28~pVA1825_57	pIH290_0.28	1	1	282
	pVA1825_57	2	1	34691
	pVA1825_57	-1	34691	34972
	pVA1825_57	3	34972	57541
pIH290_0.28~pVA1835_58_B	pIH290_0.28	1	1	282
	pVA1835_58_B	2	1	35286
	pVA1835_58_B	-1	35286	35567
	pVA1835_58_B	3	35567	58136
pIH290_0.28~pVA2589_21	pIH290_0.28	1	1	282
	pVA2589_21	2	1	6038
	pVA2589_21	1	6038	6319
	pVA2589_21	3	6319	21588
pIH290_0.28~pVA2589_86	pIH290_0.28	1	4	282
	pVA2589_86	2	1	25216
	pVA2589_86	1	25216	25494
	pVA2589_86	3	25494	86194
pIH290_0.28~pVA2682_199	pIH290_0.28	1	4	282
	pVA2682_199	2	1	71864
	pVA2682_199	-1	71864	72142
	pVA2682_199	3	72142	199029
pIH290_0.28~pVA2682_52	pIH290_0.28	1	1	282
	pVA2682_52	2	1	35658
	pVA2682_52	-1	35658	35939
	pVA2682_52	3	35939	52814
pIH290_0.28~pVA3495_43	pIH290_0.28	1	1	282
	pVA3495_43	2	1	29734
	pVA3495_43	-1	29734	30015
	pVA3495_43	3	30015	43652
pIH290_0.28~pVA436_52	pIH290_0.28	1	1	282
	pVA436_52	2	1	29820
	pVA436_52	-1	29820	30101
	pVA436_52	3	30101	52670
pIH290_0.28~pVA524_58	pIH290_0.28	1	1	282
	pVA524_58	2	1	35283
	pVA524_58	-1	35283	35564
	pVA524_58	3	35564	58133
pIH290_0.28~pVA527_58	pIH290_0.28	1	1	282
	pVA527_58	2	1	35287
	pVA527_58	-1	35287	35568
	pVA527_58	3	35568	58137
pIH290_0.28~pVA528_281	pIH290_0.28	1	4	282
	pVA528_281	2	1	114538
	pVA528_281	-1	114538	114816
	pVA528_281	3	114816	281446
pIH290_0.28~pVA528_44	pIH290_0.28	1	1	282
	pVA528_44	2	1	21578
	pVA528_44	-1	21578	21859
	pVA528_44	3	21859	44428
pIH290_0.28~pVA544_51	pIH290_0.28	1	4	282
	pVA544_51	2	1	33811
	pVA544_51	1	33811	34089
	pVA544_51	3	34089	51775
pIH290_0.28~pVA569_107	pIH290_0.28	1	1	282
	pVA569_107	2	1	16057
	pVA569_107	1	16057	16338
	pVA569_107	3	16338	107281
pIH290_0.28~pVA585_53	pIH290_0.28	1	1	282
	pVA585_53	2	1	30589
	pVA585_53	-1	30589	30870
	pVA585_53	3	30870	53437
pIH290_0.28~pVA605_296	pIH290_0.28	1	4	282
	pVA605_296	2	1	58761
	pVA605_296	1	58761	59039
	pVA605_296	3	59039	296877
pIH290_0.28~pVA61_57	pIH290_0.28	1	1	282
	pVA61_57	2	1	34691
	pVA61_57	-1	34691	34972
	pVA61_57	3	34972	57541
pIH290_0.28~pVA634_75	pIH290_0.28	1	1	282
	pVA634_75	2	1	3764
	pVA634_75	-1	3764	4045
	pVA634_75	3	4045	75585
pIH290_0.28~pVA692_270	pIH290_0.28	1	4	282
	pVA692_270	2	1	114538
	pVA692_270	-1	114538	114816
	pVA692_270	3	114816	270548
pIH290_0.28~pVA754_57	pIH290_0.28	1	1	282
