	Plasmid	Block_ID	Start	End
pVA1505_61~pVA767_57	pVA1505_61	1	1	768
	pVA1505_61	2	768	1121
	pVA1505_61	2	1140	1528
	pVA1505_61	3	1528	32303
	pVA1505_61	5	32303	35977
	pVA1505_61	4	35977	61210
	pVA767_57	1	1	768
	pVA767_57	2	768	1119
	pVA767_57	3	1119	31894
	pVA767_57	4	31899	57132
pVA1505_61~pVA791_57	pVA1505_61	1	1	768
	pVA1505_61	2	768	1121
	pVA1505_61	2	1177	1528
	pVA1505_61	3	1528	32303
	pVA1505_61	5	32303	35977
	pVA1505_61	4	35977	61210
	pVA791_57	1	1	768
	pVA791_57	2	768	1119
	pVA791_57	3	1119	31894
	pVA791_57	4	31899	57132
pVA1565_200~pVA1788_53	pVA1565_200	14	1	57700
	pVA1565_200	1	57700	58048
	pVA1565_200	15	58048	62312
	pVA1565_200	2	62312	62514
	pVA1565_200	16	62514	68008
	pVA1565_200	3	68008	69763
	pVA1565_200	17	69763	70436
	pVA1565_200	4	70436	71257
	pVA1565_200	5	71256	73907
	pVA1565_200	18	73907	74482
	pVA1565_200	2	74482	74684
	pVA1565_200	6	74691	76160
	pVA1565_200	7	76168	76988
	pVA1565_200	8	76989	79017
	pVA1565_200	9	79017	81208
	pVA1565_200	19	81208	83170
	pVA1565_200	10	83170	84627
	pVA1565_200	11	84636	88462
	pVA1565_200	20	88462	93934
	pVA1565_200	12	93934	101850
	pVA1565_200	7	101850	102670
	pVA1565_200	21	102670	110776
	pVA1565_200	13	110776	112835
	pVA1565_200	22	112835	200358
	pVA1788_53	12	1	8009
	pVA1788_53	7	8009	8829
	pVA1788_53	-3	8830	10585
	pVA1788_53	25	10585	11343
	pVA1788_53	-1	11343	11691
	pVA1788_53	26	11691	12070
	pVA1788_53	2	12070	12272
	pVA1788_53	27	12272	22217
	pVA1788_53	-7	22217	23037
	pVA1788_53	28	23037	24637
	pVA1788_53	5	24637	27288
	pVA1788_53	6	27296	28765
	pVA1788_53	-9	28773	30964
	pVA1788_53	29	30964	32649
	pVA1788_53	-4	32649	33470
	pVA1788_53	13	33472	35531
	pVA1788_53	30	35531	38784
	pVA1788_53	8	38784	40812
	pVA1788_53	-10	40812	42269
	pVA1788_53	31	42269	49903
	pVA1788_53	11	49903	53729
pVA1565_200~pVA2464_160	pVA1565_200	1	1	3536
	pVA1565_200	13	3536	3761
	pVA1565_200	2	3761	50862
	pVA1565_200	14	50862	51119
	pVA1565_200	3	51119	52847
	pVA1565_200	15	52847	56532
	pVA1565_200	4	56532	57361
	pVA1565_200	16	57361	57695
	pVA1565_200	5	57695	58055
	pVA1565_200	17	58055	67188
	pVA1565_200	6	67188	68008
	pVA1565_200	18	68008	70436
	pVA1565_200	7	70436	71258
	pVA1565_200	19	71258	73913
	pVA1565_200	8	73913	74683
	pVA1565_200	20	74683	87642
	pVA1565_200	-6	87642	88462
	pVA1565_200	21	88462	112834
	pVA1565_200	9	112834	116715
	pVA1565_200	22	116715	161444
	pVA1565_200	10	161444	168513
	pVA1565_200	23	168513	178283
	pVA1565_200	11	178283	189336
	pVA1565_200	24	189336	196981
	pVA1565_200	12	196981	200358
	pVA2464_160	1	1	3535
	pVA2464_160	26	3535	4355
	pVA2464_160	-9	4355	8236
	pVA2464_160	5	8426	8786
	pVA2464_160	27	8786	47412
	pVA2464_160	-8	47412	48182
	pVA2464_160	28	48182	52403
	pVA2464_160	6	52403	53223
	pVA2464_160	29	53223	61219
	pVA2464_160	4	61219	62048
