	Plasmid	Block_ID	Start	End
pVA2067_271~pVA528_281	pVA2067_271	1	1	107055
	pVA2067_271	2	107055	108897
	pVA2067_271	3	108897	109221
	pVA2067_271	6	109221	110504
	pVA2067_271	4	110504	111635
	pVA2067_271	7	111635	123735
	pVA2067_271	5	123735	271964
	pVA528_281	1	1	107055
	pVA528_281	2	107055	108897
	pVA528_281	8	108897	112196
	pVA528_281	4	112196	113324
	pVA528_281	9	113324	131051
	pVA528_281	2	131051	132893
	pVA528_281	3	132893	133217
	pVA528_281	5	133217	281446
pVA2067_271~pVA605_296	pVA2067_271	1	1	107055
	pVA2067_271	2	107055	108897
	pVA2067_271	3	108897	122433
	pVA2067_271	4	122433	123253
	pVA2067_271	5	123253	124554
	pVA2067_271	6	124555	142593
	pVA2067_271	7	142597	148663
	pVA2067_271	8	148663	271964
	pVA605_296	-7	1	6067
	pVA605_296	-5	6071	7372
	pVA605_296	-4	7372	8192
	pVA605_296	9	8192	16198
	pVA605_296	2	16198	18040
	pVA605_296	3	18040	31576
	pVA605_296	4	31576	32396
	pVA605_296	-6	32405	50443
	pVA605_296	10	50443	64680
	pVA605_296	-2	64680	66522
	pVA605_296	-1	66522	173576
	pVA605_296	-8	173576	296877
pVA2067_271~pVA634_271	pVA2067_271	1	1	102251
	pVA2067_271	6	102251	107055
	pVA2067_271	2	107055	131455
	pVA2067_271	7	131455	134603
	pVA2067_271	3	134603	175010
	pVA2067_271	4	175018	233093
	pVA2067_271	8	233093	234680
	pVA2067_271	5	234680	271964
	pVA634_271	1	1	102242
	pVA634_271	9	102242	109215
	pVA634_271	2	109215	133613
	pVA634_271	3	133613	174019
	pVA634_271	10	174019	175351
	pVA634_271	4	175351	233426
	pVA634_271	11	233426	234573
	pVA634_271	5	234573	271857
pVA2067_271~pVA692_270	pVA2067_271	1	1	108897
	pVA2067_271	4	108897	110504
	pVA2067_271	2	110504	111635
	pVA2067_271	5	111635	126076
	pVA2067_271	3	126076	271964
	pVA692_270	1	1	108897
	pVA692_270	6	108897	112196
	pVA692_270	2	112196	113324
	pVA692_270	7	113324	124658
	pVA692_270	3	124658	270548
pVA2067_271~pVA765_0.7	pVA2067_271	2	1	123793
	pVA2067_271	1	123793	124497
	pVA2067_271	3	124497	271964
	pVA765_0.7	-1	1	705
pVA2067_271~pVA765_1_A	pVA2067_271	2	1	95893
	pVA2067_271	1	95893	97258
	pVA2067_271	3	97258	271964
	pVA765_1_A	1	150	1515
	pVA765_1_A	4	1515	1775
pVA2067_271~pVA765_1_B	pVA2067_271	2	1	127112
	pVA2067_271	1	127112	128246
	pVA2067_271	3	128246	271964
	pVA765_1_B	1	1	1135
pVA2067_271~pVA765_275	pVA2067_271	1	1	22523
	pVA2067_271	2	22523	23598
	pVA2067_271	3	23598	93069
	pVA2067_271	10	93069	100252
	pVA2067_271	4	100252	108897
	pVA2067_271	5	106835	122433
	pVA2067_271	6	122433	123253
	pVA2067_271	7	123253	123735
	pVA2067_271	-6	123735	124555
	pVA2067_271	8	124555	237707
	pVA2067_271	11	237707	247172
	pVA2067_271	9	247172	271964
	pVA765_275	1	1	22523
	pVA765_275	2	22523	23598
	pVA765_275	2	23598	24664
	pVA765_275	3	24664	94135
	pVA765_275	4	94137	102782
	pVA765_275	13	102782	119359
	pVA765_275	5	119359	134957
	pVA765_275	6	134957	135777
	pVA765_275	-7	135777	136259
	pVA765_275	-6	136259	137079
	pVA765_275	8	137079	250231
	pVA765_275	9	250233	275025
pVA2067_271~pVA765_4_B	pVA2067_271	2	1	128246
	pVA2067_271	1	128246	130401
	pVA2067_271	3	130401	271964
	pVA765_4_B	4	1	2069
	pVA765_4_B	-1	2069	4224
pVA2067_271~pVA791_17	pVA2067_271	2	1	107055
	pVA2067_271	1	107055	122433
	pVA2067_271	3	122433	271964
	pVA791_17	4	1	2070
	pVA791_17	1	2070	17448
pVA2067_271~pVA791_270	pVA2067_271	1	1	108897
	pVA2067_271	4	108897	110504
	pVA2067_271	2	110504	111635
	pVA2067_271	5	111635	126076
	pVA2067_271	3	126076	271964
	pVA791_270	1	1	108897
	pVA791_270	6	108897	112196
	pVA791_270	2	112196	113324
	pVA791_270	7	113324	124658
	pVA791_270	3	124658	270546
pVA2067_2~pVA528_2	pVA2067_2	1	4	2174
	pVA2067_2	2	2189	2495
	pVA528_2	2	4	322
	pVA528_2	1	325	2490
pVA2067_2~pVA692_2	pVA2067_2	1	1	2177
	pVA2067_2	2	2177	2495
	pVA692_2	-1	1	2177
	pVA692_2	-2	2177	2495
pVA2067_2~pVA754_9	pVA2067_2	1	1	1735
	pVA2067_2	3	1735	2276
	pVA2067_2	2	2276	2495
	pVA754_9	2	1	220
	pVA754_9	1	220	1955
	pVA754_9	4	1955	9190
